source	metaedge	target
Disease::DOID:11934	DrD	Disease::DOID:1115
Disease::DOID:1324	DrD	Disease::DOID:175
Disease::DOID:13241	DrD	Disease::DOID:9074
Disease::DOID:11615	DrD	Disease::DOID:119
Disease::DOID:2994	DrD	Disease::DOID:3070
Disease::DOID:10021	DrD	Disease::DOID:13223
Disease::DOID:1686	DrD	Disease::DOID:2174
Disease::DOID:2394	DrD	Disease::DOID:5875
Disease::DOID:10021	DrD	Disease::DOID:5041
Disease::DOID:8850	DrD	Disease::DOID:4159
Disease::DOID:1781	DrD	Disease::DOID:11920
Disease::DOID:1192	DrD	Disease::DOID:4159
Disease::DOID:3310	DrD	Disease::DOID:12306
Disease::DOID:10021	DrD	Disease::DOID:5875
Disease::DOID:363	DrD	Disease::DOID:13223
Disease::DOID:1094	DrD	Disease::DOID:12849
Disease::DOID:3565	DrD	Disease::DOID:1115
Disease::DOID:1964	DrD	Disease::DOID:1790
Disease::DOID:635	DrD	Disease::DOID:2043
Disease::DOID:635	DrD	Disease::DOID:1115
Disease::DOID:184	DrD	Disease::DOID:4045
Disease::DOID:2355	DrD	Disease::DOID:12365
Disease::DOID:1115	DrD	Disease::DOID:11920
Disease::DOID:0050741	DrD	Disease::DOID:594
Disease::DOID:2043	DrD	Disease::DOID:3571
Disease::DOID:332	DrD	Disease::DOID:2377
Disease::DOID:3571	DrD	Disease::DOID:12236
Disease::DOID:2994	DrD	Disease::DOID:4159
Disease::DOID:4045	DrD	Disease::DOID:2998
Disease::DOID:2596	DrD	Disease::DOID:8850
Disease::DOID:2994	DrD	Disease::DOID:5612
Disease::DOID:1192	DrD	Disease::DOID:1115
Disease::DOID:10021	DrD	Disease::DOID:1115
Disease::DOID:8778	DrD	Disease::DOID:10608
Disease::DOID:1793	DrD	Disease::DOID:1725
Disease::DOID:4606	DrD	Disease::DOID:1793
Disease::DOID:1725	DrD	Disease::DOID:1115
Disease::DOID:11920	DrD	Disease::DOID:13223
Disease::DOID:3070	DrD	Disease::DOID:5612
Disease::DOID:3953	DrD	Disease::DOID:2994
Disease::DOID:216	DrD	Disease::DOID:824
Disease::DOID:11119	DrD	Disease::DOID:0050425
Disease::DOID:1909	DrD	Disease::DOID:12306
Disease::DOID:1790	DrD	Disease::DOID:1115
Disease::DOID:11239	DrD	Disease::DOID:10534
Disease::DOID:13499	DrD	Disease::DOID:13223
Disease::DOID:3571	DrD	Disease::DOID:1115
Disease::DOID:9744	DrD	Disease::DOID:9352
Disease::DOID:263	DrD	Disease::DOID:1324
Disease::DOID:4045	DrD	Disease::DOID:1725
Disease::DOID:3393	DrD	Disease::DOID:14221
Disease::DOID:585	DrD	Disease::DOID:11819
Disease::DOID:11239	DrD	Disease::DOID:1725
Disease::DOID:12236	DrD	Disease::DOID:418
Disease::DOID:184	DrD	Disease::DOID:8850
Disease::DOID:10021	DrD	Disease::DOID:4989
Disease::DOID:4045	DrD	Disease::DOID:363
Disease::DOID:3953	DrD	Disease::DOID:1781
Disease::DOID:7147	DrD	Disease::DOID:11476
Disease::DOID:1319	DrD	Disease::DOID:3070
Disease::DOID:10608	DrD	Disease::DOID:13499
Disease::DOID:2994	DrD	Disease::DOID:5875
Disease::DOID:2994	DrD	Disease::DOID:2394
Disease::DOID:10153	DrD	Disease::DOID:1115
Disease::DOID:263	DrD	Disease::DOID:1793
Disease::DOID:3571	DrD	Disease::DOID:1324
Disease::DOID:14221	DrD	Disease::DOID:9008
Disease::DOID:8398	DrD	Disease::DOID:9008
Disease::DOID:1459	DrD	Disease::DOID:12306
Disease::DOID:11714	DrD	Disease::DOID:9352
Disease::DOID:5041	DrD	Disease::DOID:1324
Disease::DOID:1459	DrD	Disease::DOID:1781
Disease::DOID:1964	DrD	Disease::DOID:1245
Disease::DOID:219	DrD	Disease::DOID:1324
Disease::DOID:1115	DrD	Disease::DOID:363
Disease::DOID:2355	DrD	Disease::DOID:784
Disease::DOID:8893	DrD	Disease::DOID:418
Disease::DOID:11934	DrD	Disease::DOID:1192
Disease::DOID:1324	DrD	Disease::DOID:1115
Disease::DOID:2394	DrD	Disease::DOID:2998
Disease::DOID:4481	DrD	Disease::DOID:2841
Disease::DOID:3312	DrD	Disease::DOID:5419
Disease::DOID:7693	DrD	Disease::DOID:1936
Disease::DOID:184	DrD	Disease::DOID:263
Disease::DOID:6364	DrD	Disease::DOID:0050425
Disease::DOID:5041	DrD	Disease::DOID:13223
Disease::DOID:10021	DrD	Disease::DOID:10153
Disease::DOID:1993	DrD	Disease::DOID:10534
Disease::DOID:8893	DrD	Disease::DOID:9074
Disease::DOID:1319	DrD	Disease::DOID:5612
Disease::DOID:1324	DrD	Disease::DOID:1790
Disease::DOID:1793	DrD	Disease::DOID:4989
Disease::DOID:4362	DrD	Disease::DOID:119
Disease::DOID:11119	DrD	Disease::DOID:14330
Disease::DOID:3953	DrD	Disease::DOID:5875
Disease::DOID:11934	DrD	Disease::DOID:10534
Disease::DOID:11239	DrD	Disease::DOID:1790
Disease::DOID:13241	DrD	Disease::DOID:8577
Disease::DOID:1790	DrD	Disease::DOID:5875
Disease::DOID:12995	DrD	Disease::DOID:0050742
Disease::DOID:1192	DrD	Disease::DOID:0060119
Disease::DOID:8893	DrD	Disease::DOID:12306
Disease::DOID:10608	DrD	Disease::DOID:8577
Disease::DOID:263	DrD	Disease::DOID:11054
Disease::DOID:10608	DrD	Disease::DOID:4989
Disease::DOID:1324	DrD	Disease::DOID:1781
Disease::DOID:184	DrD	Disease::DOID:1319
Disease::DOID:263	DrD	Disease::DOID:11819
Disease::DOID:9008	DrD	Disease::DOID:7148
Disease::DOID:11612	DrD	Disease::DOID:9352
Disease::DOID:11615	DrD	Disease::DOID:1993
Disease::DOID:5875	DrD	Disease::DOID:1115
Disease::DOID:1936	DrD	Disease::DOID:9352
Disease::DOID:10153	DrD	Disease::DOID:10534
Disease::DOID:11239	DrD	Disease::DOID:10021
Disease::DOID:263	DrD	Disease::DOID:119
Disease::DOID:7147	DrD	Disease::DOID:9074
Disease::DOID:184	DrD	Disease::DOID:3565
Disease::DOID:10608	DrD	Disease::DOID:10153
Disease::DOID:7693	DrD	Disease::DOID:14004
Disease::DOID:10153	DrD	Disease::DOID:13499
Disease::DOID:2994	DrD	Disease::DOID:4045
Disease::DOID:2998	DrD	Disease::DOID:119
Disease::DOID:219	DrD	Disease::DOID:10153
Disease::DOID:8850	DrD	Disease::DOID:11920
Disease::DOID:14221	DrD	Disease::DOID:9970
Disease::DOID:11934	DrD	Disease::DOID:2174
Disease::DOID:2994	DrD	Disease::DOID:1781
Disease::DOID:5875	DrD	Disease::DOID:13223
Disease::DOID:11819	DrD	Disease::DOID:175
Disease::DOID:13189	DrD	Disease::DOID:7148
Disease::DOID:11934	DrD	Disease::DOID:13223
Disease::DOID:9074	DrD	Disease::DOID:418
Disease::DOID:4045	DrD	Disease::DOID:8850
Disease::DOID:219	DrD	Disease::DOID:10534
Disease::DOID:4606	DrD	Disease::DOID:14268
Disease::DOID:5559	DrD	Disease::DOID:1115
Disease::DOID:1319	DrD	Disease::DOID:10941
Disease::DOID:2043	DrD	Disease::DOID:10976
Disease::DOID:3310	DrD	Disease::DOID:8893
Disease::DOID:8778	DrD	Disease::DOID:10153
Disease::DOID:1115	DrD	Disease::DOID:13223
Disease::DOID:10153	DrD	Disease::DOID:1909
Disease::DOID:3571	DrD	Disease::DOID:1793
Disease::DOID:2394	DrD	Disease::DOID:1245
Disease::DOID:4045	DrD	Disease::DOID:11054
Disease::DOID:2394	DrD	Disease::DOID:13223
Disease::DOID:13499	DrD	Disease::DOID:3571
Disease::DOID:10763	DrD	Disease::DOID:9352
Disease::DOID:3312	DrD	Disease::DOID:594
Disease::DOID:4362	DrD	Disease::DOID:11615
Disease::DOID:4362	DrD	Disease::DOID:363
Disease::DOID:13499	DrD	Disease::DOID:10534
Disease::DOID:11714	DrD	Disease::DOID:11612
Disease::DOID:5875	DrD	Disease::DOID:11819
Disease::DOID:2994	DrD	Disease::DOID:1192
Disease::DOID:2998	DrD	Disease::DOID:11054
Disease::DOID:12849	DrD	Disease::DOID:12995
Disease::DOID:5408	DrD	Disease::DOID:12185
Disease::DOID:7147	DrD	Disease::DOID:418
Disease::DOID:1115	DrD	Disease::DOID:1245
Disease::DOID:5559	DrD	Disease::DOID:5875
Disease::DOID:263	DrD	Disease::DOID:13223
Disease::DOID:10763	DrD	Disease::DOID:9970
Disease::DOID:1964	DrD	Disease::DOID:1725
Disease::DOID:11949	DrD	Disease::DOID:332
Disease::DOID:5041	DrD	Disease::DOID:1793
Disease::DOID:184	DrD	Disease::DOID:1192
Disease::DOID:7147	DrD	Disease::DOID:8893
Disease::DOID:9206	DrD	Disease::DOID:10534
Disease::DOID:13499	DrD	Disease::DOID:1993
Disease::DOID:184	DrD	Disease::DOID:2174
Disease::DOID:986	DrD	Disease::DOID:3310
Disease::DOID:13241	DrD	Disease::DOID:7147
Disease::DOID:1319	DrD	Disease::DOID:2174
Disease::DOID:12361	DrD	Disease::DOID:1781
Disease::DOID:2986	DrD	Disease::DOID:10976
Disease::DOID:11934	DrD	Disease::DOID:1909
Disease::DOID:5408	DrD	Disease::DOID:184
Disease::DOID:3953	DrD	Disease::DOID:5559
Disease::DOID:5041	DrD	Disease::DOID:1993
Disease::DOID:219	DrD	Disease::DOID:13499
Disease::DOID:2994	DrD	Disease::DOID:10153
Disease::DOID:8778	DrD	Disease::DOID:219
Disease::DOID:8398	DrD	Disease::DOID:7148
Disease::DOID:1612	DrD	Disease::DOID:219
Disease::DOID:184	DrD	Disease::DOID:5875
Disease::DOID:2174	DrD	Disease::DOID:8850
Disease::DOID:1324	DrD	Disease::DOID:2998
Disease::DOID:9206	DrD	Disease::DOID:11934
Disease::DOID:3312	DrD	Disease::DOID:1595
Disease::DOID:1192	DrD	Disease::DOID:13223
Disease::DOID:11239	DrD	Disease::DOID:2394
Disease::DOID:13241	DrD	Disease::DOID:8778
Disease::DOID:1192	DrD	Disease::DOID:8850
Disease::DOID:263	DrD	Disease::DOID:3571
Disease::DOID:263	DrD	Disease::DOID:585
Disease::DOID:0050741	DrD	Disease::DOID:0050742
Disease::DOID:1595	DrD	Disease::DOID:594
Disease::DOID:9206	DrD	Disease::DOID:5041
Disease::DOID:1909	DrD	Disease::DOID:1993
Disease::DOID:1192	DrD	Disease::DOID:11920
Disease::DOID:1192	DrD	Disease::DOID:175
Disease::DOID:11239	DrD	Disease::DOID:5875
Disease::DOID:184	DrD	Disease::DOID:5559
Disease::DOID:1094	DrD	Disease::DOID:12995
Disease::DOID:5559	DrD	Disease::DOID:175
Disease::DOID:13499	DrD	Disease::DOID:1793
Disease::DOID:10608	DrD	Disease::DOID:9744
Disease::DOID:13499	DrD	Disease::DOID:1725
Disease::DOID:5408	DrD	Disease::DOID:11476
Disease::DOID:10652	DrD	Disease::DOID:14330
Disease::DOID:2043	DrD	Disease::DOID:12236
Disease::DOID:12361	DrD	Disease::DOID:11934
Disease::DOID:10283	DrD	Disease::DOID:11054
Disease::DOID:11119	DrD	Disease::DOID:1094
Disease::DOID:1192	DrD	Disease::DOID:5875
Disease::DOID:11615	DrD	Disease::DOID:363
Disease::DOID:9970	DrD	Disease::DOID:11612
Disease::DOID:2994	DrD	Disease::DOID:1245
Disease::DOID:5408	DrD	Disease::DOID:8398
Disease::DOID:10153	DrD	Disease::DOID:13223
Disease::DOID:10153	DrD	Disease::DOID:1725
Disease::DOID:12849	DrD	Disease::DOID:5419
Disease::DOID:1909	DrD	Disease::DOID:119
Disease::DOID:12236	DrD	Disease::DOID:9074
Disease::DOID:11934	DrD	Disease::DOID:4159
Disease::DOID:784	DrD	Disease::DOID:0050425
Disease::DOID:2986	DrD	Disease::DOID:1312
Disease::DOID:3953	DrD	Disease::DOID:3571
Disease::DOID:4045	DrD	Disease::DOID:1245
Disease::DOID:219	DrD	Disease::DOID:1793
Disease::DOID:10021	DrD	Disease::DOID:10534
Disease::DOID:2994	DrD	Disease::DOID:119
Disease::DOID:2596	DrD	Disease::DOID:1115
Disease::DOID:4159	DrD	Disease::DOID:13223
Disease::DOID:14221	DrD	Disease::DOID:9352
Disease::DOID:2986	DrD	Disease::DOID:7147
Disease::DOID:0050741	DrD	Disease::DOID:12995
Disease::DOID:12185	DrD	Disease::DOID:1192
Disease::DOID:4481	DrD	Disease::DOID:3310
Disease::DOID:1909	DrD	Disease::DOID:11615
Disease::DOID:1793	DrD	Disease::DOID:175
Disease::DOID:7147	DrD	Disease::DOID:9008
Disease::DOID:3571	DrD	Disease::DOID:1993
Disease::DOID:3571	DrD	Disease::DOID:5875
Disease::DOID:3953	DrD	Disease::DOID:1793
Disease::DOID:3571	DrD	Disease::DOID:175
Disease::DOID:219	DrD	Disease::DOID:1993
Disease::DOID:10021	DrD	Disease::DOID:1725
Disease::DOID:1936	DrD	Disease::DOID:3393
Disease::DOID:3953	DrD	Disease::DOID:263
Disease::DOID:11714	DrD	Disease::DOID:9970
Disease::DOID:2531	DrD	Disease::DOID:4045
Disease::DOID:8893	DrD	Disease::DOID:4159
Disease::DOID:3277	DrD	Disease::DOID:175
Disease::DOID:2994	DrD	Disease::DOID:363
Disease::DOID:4045	DrD	Disease::DOID:0060119
Disease::DOID:1686	DrD	Disease::DOID:9835
Disease::DOID:1964	DrD	Disease::DOID:119
Disease::DOID:12995	DrD	Disease::DOID:1595
Disease::DOID:4362	DrD	Disease::DOID:13223
Disease::DOID:11555	DrD	Disease::DOID:1686
Disease::DOID:2355	DrD	Disease::DOID:10608
Disease::DOID:8778	DrD	Disease::DOID:9008
Disease::DOID:11239	DrD	Disease::DOID:13223
Disease::DOID:1312	DrD	Disease::DOID:9074
Disease::DOID:1993	DrD	Disease::DOID:1245
Disease::DOID:4362	DrD	Disease::DOID:2394
Disease::DOID:1909	DrD	Disease::DOID:4159
Disease::DOID:1725	DrD	Disease::DOID:5875
Disease::DOID:4989	DrD	Disease::DOID:14268
Disease::DOID:1192	DrD	Disease::DOID:5612
Disease::DOID:7148	DrD	Disease::DOID:418
Disease::DOID:2986	DrD	Disease::DOID:784
Disease::DOID:263	DrD	Disease::DOID:1781
Disease::DOID:1115	DrD	Disease::DOID:119
Disease::DOID:1826	DrD	Disease::DOID:6364
Disease::DOID:11054	DrD	Disease::DOID:13223
Disease::DOID:13499	DrD	Disease::DOID:5875
Disease::DOID:1790	DrD	Disease::DOID:3277
Disease::DOID:11239	DrD	Disease::DOID:1964
Disease::DOID:263	DrD	Disease::DOID:1909
Disease::DOID:13499	DrD	Disease::DOID:1115
Disease::DOID:4045	DrD	Disease::DOID:175
Disease::DOID:3121	DrD	Disease::DOID:1793
Disease::DOID:1319	DrD	Disease::DOID:1192
Disease::DOID:3121	DrD	Disease::DOID:10534
Disease::DOID:4159	DrD	Disease::DOID:12306
Disease::DOID:8986	DrD	Disease::DOID:0050425
Disease::DOID:219	DrD	Disease::DOID:1725
Disease::DOID:0050741	DrD	Disease::DOID:1595
Disease::DOID:13189	DrD	Disease::DOID:8398
Disease::DOID:11615	DrD	Disease::DOID:1245
Disease::DOID:4606	DrD	Disease::DOID:12236
Disease::DOID:5559	DrD	Disease::DOID:11920
Disease::DOID:2994	DrD	Disease::DOID:1793
Disease::DOID:13499	DrD	Disease::DOID:1909
Disease::DOID:10652	DrD	Disease::DOID:332
Disease::DOID:11934	DrD	Disease::DOID:0060119
Disease::DOID:1909	DrD	Disease::DOID:3565
Disease::DOID:3121	DrD	Disease::DOID:1725
Disease::DOID:3565	DrD	Disease::DOID:1192
Disease::DOID:1790	DrD	Disease::DOID:2998
Disease::DOID:1725	DrD	Disease::DOID:10534
Disease::DOID:13378	DrD	Disease::DOID:3393
Disease::DOID:10608	DrD	Disease::DOID:12236
Disease::DOID:10941	DrD	Disease::DOID:3565
Disease::DOID:184	DrD	Disease::DOID:2994
Disease::DOID:4159	DrD	Disease::DOID:1245
Disease::DOID:14330	DrD	Disease::DOID:0050425
Disease::DOID:4045	DrD	Disease::DOID:1192
Disease::DOID:2174	DrD	Disease::DOID:1115
Disease::DOID:2394	DrD	Disease::DOID:11612
Disease::DOID:4362	DrD	Disease::DOID:1964
Disease::DOID:2596	DrD	Disease::DOID:0060119
Disease::DOID:1324	DrD	Disease::DOID:4045
Disease::DOID:1312	DrD	Disease::DOID:10763
Disease::DOID:1993	DrD	Disease::DOID:119
Disease::DOID:5559	DrD	Disease::DOID:1781
Disease::DOID:3953	DrD	Disease::DOID:175
Disease::DOID:5041	DrD	Disease::DOID:10534
Disease::DOID:14221	DrD	Disease::DOID:11612
Disease::DOID:4362	DrD	Disease::DOID:1993
Disease::DOID:2355	DrD	Disease::DOID:3277
Disease::DOID:8398	DrD	Disease::DOID:11476
Disease::DOID:10021	DrD	Disease::DOID:2994
Disease::DOID:1725	DrD	Disease::DOID:363
Disease::DOID:784	DrD	Disease::DOID:1312
Disease::DOID:119	DrD	Disease::DOID:1245
Disease::DOID:1790	DrD	Disease::DOID:5559
Disease::DOID:11239	DrD	Disease::DOID:1993
Disease::DOID:2986	DrD	Disease::DOID:9074
Disease::DOID:11615	DrD	Disease::DOID:10283
Disease::DOID:13241	DrD	Disease::DOID:9008
Disease::DOID:8778	DrD	Disease::DOID:8577
Disease::DOID:3571	DrD	Disease::DOID:1725
Disease::DOID:8850	DrD	Disease::DOID:1781
Disease::DOID:2596	DrD	Disease::DOID:11920
Disease::DOID:13241	DrD	Disease::DOID:7148
Disease::DOID:3953	DrD	Disease::DOID:1324
Disease::DOID:11239	DrD	Disease::DOID:10153
Disease::DOID:9970	DrD	Disease::DOID:9352
Disease::DOID:3121	DrD	Disease::DOID:3571
Disease::DOID:1612	DrD	Disease::DOID:2394
Disease::DOID:5408	DrD	Disease::DOID:1115
Disease::DOID:4045	DrD	Disease::DOID:1115
Disease::DOID:1324	DrD	Disease::DOID:11920
Disease::DOID:2841	DrD	Disease::DOID:3310
Disease::DOID:5875	DrD	Disease::DOID:2998
Disease::DOID:11934	DrD	Disease::DOID:8850
Disease::DOID:2994	DrD	Disease::DOID:2174
Disease::DOID:2994	DrD	Disease::DOID:3277
Disease::DOID:1909	DrD	Disease::DOID:2174
Disease::DOID:13223	DrD	Disease::DOID:1245
Disease::DOID:3565	DrD	Disease::DOID:4045
Disease::DOID:8893	DrD	Disease::DOID:7148
Disease::DOID:1115	DrD	Disease::DOID:4159
Disease::DOID:1964	DrD	Disease::DOID:2994
Disease::DOID:1793	DrD	Disease::DOID:5875
Disease::DOID:184	DrD	Disease::DOID:11920
Disease::DOID:219	DrD	Disease::DOID:10021
Disease::DOID:2841	DrD	Disease::DOID:3083
Disease::DOID:1725	DrD	Disease::DOID:13223
Disease::DOID:263	DrD	Disease::DOID:1115
Disease::DOID:7147	DrD	Disease::DOID:13189
Disease::DOID:219	DrD	Disease::DOID:8577
Disease::DOID:2994	DrD	Disease::DOID:13499
Disease::DOID:1793	DrD	Disease::DOID:10534
