source	metaedge	target
Anatomy::UBERON:0002185	AuG	Gene::688
Anatomy::UBERON:0000948	AuG	Gene::51780
Anatomy::UBERON:0000996	AuG	Gene::9792
Anatomy::UBERON:0001044	AuG	Gene::10158
Anatomy::UBERON:0001896	AuG	Gene::50509
Anatomy::UBERON:0001675	AuG	Gene::81563
Anatomy::UBERON:0000473	AuG	Gene::23774
Anatomy::UBERON:0002082	AuG	Gene::27235
Anatomy::UBERON:0000997	AuG	Gene::79157
Anatomy::UBERON:0000992	AuG	Gene::4820
Anatomy::UBERON:0002030	AuG	Gene::1457
Anatomy::UBERON:0000948	AuG	Gene::9261
Anatomy::UBERON:0001135	AuG	Gene::58472
Anatomy::UBERON:0001893	AuG	Gene::5310
Anatomy::UBERON:0002081	AuG	Gene::7465
Anatomy::UBERON:0001675	AuG	Gene::3705
Anatomy::UBERON:0000997	AuG	Gene::91300
Anatomy::UBERON:0000007	AuG	Gene::5793
Anatomy::UBERON:0003126	AuG	Gene::5054
Anatomy::UBERON:0002082	AuG	Gene::3166
Anatomy::UBERON:0002371	AuG	Gene::79968
Anatomy::UBERON:0003126	AuG	Gene::83872
Anatomy::UBERON:0000473	AuG	Gene::102723680
Anatomy::UBERON:0001044	AuG	Gene::27134
Anatomy::UBERON:0000995	AuG	Gene::6925
Anatomy::UBERON:0001896	AuG	Gene::90362
Anatomy::UBERON:0002369	AuG	Gene::3702
Anatomy::UBERON:0000992	AuG	Gene::55154
Anatomy::UBERON:0002081	AuG	Gene::22822
Anatomy::UBERON:0000473	AuG	Gene::9098
Anatomy::UBERON:0002371	AuG	Gene::29992
Anatomy::UBERON:0001013	AuG	Gene::10497
Anatomy::UBERON:0002240	AuG	Gene::203228
Anatomy::UBERON:0002081	AuG	Gene::54928
Anatomy::UBERON:0001044	AuG	Gene::23426
Anatomy::UBERON:0000007	AuG	Gene::6499
Anatomy::UBERON:0002240	AuG	Gene::50862
Anatomy::UBERON:0001893	AuG	Gene::577
Anatomy::UBERON:0000473	AuG	Gene::1311
Anatomy::UBERON:0000955	AuG	Gene::2900
Anatomy::UBERON:0002030	AuG	Gene::1051
Anatomy::UBERON:0002369	AuG	Gene::7903
Anatomy::UBERON:0002371	AuG	Gene::10189
Anatomy::UBERON:0000992	AuG	Gene::100133941
Anatomy::UBERON:0002107	AuG	Gene::999
Anatomy::UBERON:0000007	AuG	Gene::90871
Anatomy::UBERON:0001896	AuG	Gene::6489
Anatomy::UBERON:0002081	AuG	Gene::58
Anatomy::UBERON:0001135	AuG	Gene::56951
Anatomy::UBERON:0001893	AuG	Gene::23209
Anatomy::UBERON:0000948	AuG	Gene::84700
Anatomy::UBERON:0001225	AuG	Gene::23639
Anatomy::UBERON:0002240	AuG	Gene::259236
Anatomy::UBERON:0001235	AuG	Gene::80063
Anatomy::UBERON:0000029	AuG	Gene::340393
Anatomy::UBERON:0002240	AuG	Gene::25841
Anatomy::UBERON:0001044	AuG	Gene::415117
Anatomy::UBERON:0000002	AuG	Gene::3371
Anatomy::UBERON:0000178	AuG	Gene::55907
Anatomy::UBERON:0001295	AuG	Gene::9055
Anatomy::UBERON:0002046	AuG	Gene::54517
Anatomy::UBERON:0002046	AuG	Gene::27436
Anatomy::UBERON:0001296	AuG	Gene::4664
Anatomy::UBERON:0001235	AuG	Gene::2257
Anatomy::UBERON:0002185	AuG	Gene::7158
Anatomy::UBERON:0001896	AuG	Gene::28996
Anatomy::UBERON:0000002	AuG	Gene::57722
Anatomy::UBERON:0001891	AuG	Gene::84280
Anatomy::UBERON:0002082	AuG	Gene::4584
Anatomy::UBERON:0001675	AuG	Gene::51477
Anatomy::UBERON:0002369	AuG	Gene::91607
Anatomy::UBERON:0000996	AuG	Gene::51429
Anatomy::UBERON:0001896	AuG	Gene::54899
Anatomy::UBERON:0002240	AuG	Gene::56896
Anatomy::UBERON:0001896	AuG	Gene::11147
Anatomy::UBERON:0000992	AuG	Gene::2519
Anatomy::UBERON:0002046	AuG	Gene::55757
Anatomy::UBERON:0000948	AuG	Gene::6271
Anatomy::UBERON:0000955	AuG	Gene::90673
Anatomy::UBERON:0001891	AuG	Gene::89782
Anatomy::UBERON:0001295	AuG	Gene::6430
Anatomy::UBERON:0000029	AuG	Gene::196441
Anatomy::UBERON:0000178	AuG	Gene::55249
Anatomy::UBERON:0000948	AuG	Gene::9208
Anatomy::UBERON:0000473	AuG	Gene::51678
Anatomy::UBERON:0002030	AuG	Gene::27436
Anatomy::UBERON:0002185	AuG	Gene::11040
Anatomy::UBERON:0002369	AuG	Gene::50856
Anatomy::UBERON:0001295	AuG	Gene::51564
Anatomy::UBERON:0002082	AuG	Gene::6331
Anatomy::UBERON:0002107	AuG	Gene::8320
Anatomy::UBERON:0000948	AuG	Gene::10135
Anatomy::UBERON:0002107	AuG	Gene::112950
Anatomy::UBERON:0001235	AuG	Gene::7424
Anatomy::UBERON:0000473	AuG	Gene::862
Anatomy::UBERON:0001296	AuG	Gene::6827
Anatomy::UBERON:0002037	AuG	Gene::57731
Anatomy::UBERON:0003126	AuG	Gene::135228
Anatomy::UBERON:0002369	AuG	Gene::253769
Anatomy::UBERON:0001013	AuG	Gene::9019
Anatomy::UBERON:0002240	AuG	Gene::57542
Anatomy::UBERON:0002240	AuG	Gene::7456
Anatomy::UBERON:0000029	AuG	Gene::6367
Anatomy::UBERON:0000955	AuG	Gene::25930
Anatomy::UBERON:0000178	AuG	Gene::7627
Anatomy::UBERON:0002369	AuG	Gene::84842
Anatomy::UBERON:0000473	AuG	Gene::149954
Anatomy::UBERON:0000057	AuG	Gene::23173
Anatomy::UBERON:0002037	AuG	Gene::54971
Anatomy::UBERON:0000997	AuG	Gene::1474
Anatomy::UBERON:0000007	AuG	Gene::20
Anatomy::UBERON:0001044	AuG	Gene::153642
Anatomy::UBERON:0003126	AuG	Gene::4256
Anatomy::UBERON:0003126	AuG	Gene::5002
Anatomy::UBERON:0000955	AuG	Gene::9764
Anatomy::UBERON:0002369	AuG	Gene::1877
Anatomy::UBERON:0002369	AuG	Gene::64978
Anatomy::UBERON:0000057	AuG	Gene::284207
Anatomy::UBERON:0001044	AuG	Gene::84152
Anatomy::UBERON:0001225	AuG	Gene::2548
Anatomy::UBERON:0001296	AuG	Gene::8760
Anatomy::UBERON:0000996	AuG	Gene::9540
Anatomy::UBERON:0000948	AuG	Gene::283417
Anatomy::UBERON:0001013	AuG	Gene::9886
Anatomy::UBERON:0002371	AuG	Gene::90806
Anatomy::UBERON:0002046	AuG	Gene::9984
Anatomy::UBERON:0002048	AuG	Gene::663
Anatomy::UBERON:0000955	AuG	Gene::80031
Anatomy::UBERON:0001296	AuG	Gene::3189
Anatomy::UBERON:0000002	AuG	Gene::7188
Anatomy::UBERON:0002185	AuG	Gene::10952
Anatomy::UBERON:0001891	AuG	Gene::57720
Anatomy::UBERON:0000057	AuG	Gene::93210
Anatomy::UBERON:0000996	AuG	Gene::84002
Anatomy::UBERON:0002369	AuG	Gene::23457
Anatomy::UBERON:0000029	AuG	Gene::6432
Anatomy::UBERON:0002185	AuG	Gene::7922
Anatomy::UBERON:0002369	AuG	Gene::287
Anatomy::UBERON:0002081	AuG	Gene::9057
Anatomy::UBERON:0001891	AuG	Gene::6782
Anatomy::UBERON:0000002	AuG	Gene::5125
Anatomy::UBERON:0000948	AuG	Gene::25843
Anatomy::UBERON:0001135	AuG	Gene::10730
Anatomy::UBERON:0001896	AuG	Gene::4293
Anatomy::UBERON:0000473	AuG	Gene::392307
Anatomy::UBERON:0000473	AuG	Gene::10383
Anatomy::UBERON:0002082	AuG	Gene::260429
Anatomy::UBERON:0001893	AuG	Gene::9745
Anatomy::UBERON:0002082	AuG	Gene::10351
Anatomy::UBERON:0000997	AuG	Gene::57572
Anatomy::UBERON:0001295	AuG	Gene::54851
Anatomy::UBERON:0000473	AuG	Gene::8078
Anatomy::UBERON:0002082	AuG	Gene::9749
Anatomy::UBERON:0000178	AuG	Gene::55968
Anatomy::UBERON:0003126	AuG	Gene::11001
Anatomy::UBERON:0002081	AuG	Gene::171425
Anatomy::UBERON:0001044	AuG	Gene::3898
Anatomy::UBERON:0000995	AuG	Gene::5591
Anatomy::UBERON:0000473	AuG	Gene::7174
Anatomy::UBERON:0000178	AuG	Gene::921
Anatomy::UBERON:0002081	AuG	Gene::2935
Anatomy::UBERON:0000997	AuG	Gene::2178
Anatomy::UBERON:0002107	AuG	Gene::713
Anatomy::UBERON:0001896	AuG	Gene::23097
Anatomy::UBERON:0002367	AuG	Gene::79730
Anatomy::UBERON:0000992	AuG	Gene::285676
Anatomy::UBERON:0000029	AuG	Gene::3927
Anatomy::UBERON:0002240	AuG	Gene::221154
Anatomy::UBERON:0000178	AuG	Gene::146712
Anatomy::UBERON:0001225	AuG	Gene::84059
Anatomy::UBERON:0002030	AuG	Gene::55108
Anatomy::UBERON:0002369	AuG	Gene::11213
Anatomy::UBERON:0002185	AuG	Gene::50619
Anatomy::UBERON:0000992	AuG	Gene::7993
Anatomy::UBERON:0000178	AuG	Gene::10507
Anatomy::UBERON:0001225	AuG	Gene::54566
Anatomy::UBERON:0000178	AuG	Gene::51096
Anatomy::UBERON:0001296	AuG	Gene::6760
Anatomy::UBERON:0000473	AuG	Gene::23546
Anatomy::UBERON:0001295	AuG	Gene::163131
Anatomy::UBERON:0000178	AuG	Gene::54455
Anatomy::UBERON:0000057	AuG	Gene::284252
Anatomy::UBERON:0002048	AuG	Gene::6646
Anatomy::UBERON:0000955	AuG	Gene::131616
Anatomy::UBERON:0002048	AuG	Gene::391123
Anatomy::UBERON:0000996	AuG	Gene::1193
Anatomy::UBERON:0001235	AuG	Gene::5577
Anatomy::UBERON:0001675	AuG	Gene::56172
Anatomy::UBERON:0001135	AuG	Gene::8076
Anatomy::UBERON:0000992	AuG	Gene::83394
Anatomy::UBERON:0001891	AuG	Gene::84647
Anatomy::UBERON:0002371	AuG	Gene::820
Anatomy::UBERON:0000002	AuG	Gene::976
Anatomy::UBERON:0000992	AuG	Gene::90233
Anatomy::UBERON:0002107	AuG	Gene::4720
Anatomy::UBERON:0001675	AuG	Gene::6863
Anatomy::UBERON:0000029	AuG	Gene::2146
Anatomy::UBERON:0000473	AuG	Gene::4547
Anatomy::UBERON:0000955	AuG	Gene::9900
Anatomy::UBERON:0000992	AuG	Gene::57602
Anatomy::UBERON:0002048	AuG	Gene::6291
Anatomy::UBERON:0001675	AuG	Gene::1947
Anatomy::UBERON:0002082	AuG	Gene::9531
Anatomy::UBERON:0002369	AuG	Gene::284992
Anatomy::UBERON:0000029	AuG	Gene::399665
Anatomy::UBERON:0003126	AuG	Gene::79841
Anatomy::UBERON:0002240	AuG	Gene::23051
Anatomy::UBERON:0000955	AuG	Gene::375190
Anatomy::UBERON:0001225	AuG	Gene::5816
Anatomy::UBERON:0000955	AuG	Gene::402778
Anatomy::UBERON:0000002	AuG	Gene::8030
Anatomy::UBERON:0001891	AuG	Gene::3707
Anatomy::UBERON:0002367	AuG	Gene::9338
Anatomy::UBERON:0001891	AuG	Gene::6297
Anatomy::UBERON:0001296	AuG	Gene::27436
Anatomy::UBERON:0003126	AuG	Gene::2813
Anatomy::UBERON:0001013	AuG	Gene::2590
Anatomy::UBERON:0000955	AuG	Gene::80746
Anatomy::UBERON:0002030	AuG	Gene::55824
Anatomy::UBERON:0001296	AuG	Gene::9668
Anatomy::UBERON:0002082	AuG	Gene::9755
Anatomy::UBERON:0000178	AuG	Gene::81577
Anatomy::UBERON:0001044	AuG	Gene::80255
Anatomy::UBERON:0002371	AuG	Gene::5256
Anatomy::UBERON:0000178	AuG	Gene::26528
Anatomy::UBERON:0001225	AuG	Gene::26007
Anatomy::UBERON:0000948	AuG	Gene::3791
Anatomy::UBERON:0002369	AuG	Gene::64789
Anatomy::UBERON:0001675	AuG	Gene::26049
Anatomy::UBERON:0000029	AuG	Gene::4050
Anatomy::UBERON:0001135	AuG	Gene::26959
Anatomy::UBERON:0000992	AuG	Gene::54863
Anatomy::UBERON:0000029	AuG	Gene::841
Anatomy::UBERON:0001891	AuG	Gene::2776
Anatomy::UBERON:0002048	AuG	Gene::83872
Anatomy::UBERON:0002048	AuG	Gene::342510
Anatomy::UBERON:0002082	AuG	Gene::6710
Anatomy::UBERON:0001013	AuG	Gene::5054
Anatomy::UBERON:0000948	AuG	Gene::6484
Anatomy::UBERON:0000997	AuG	Gene::197259
Anatomy::UBERON:0001235	AuG	Gene::23157
Anatomy::UBERON:0002037	AuG	Gene::284339
Anatomy::UBERON:0001013	AuG	Gene::51253
Anatomy::UBERON:0000007	AuG	Gene::9338
Anatomy::UBERON:0001896	AuG	Gene::83699
Anatomy::UBERON:0002367	AuG	Gene::353322
Anatomy::UBERON:0001675	AuG	Gene::54587
Anatomy::UBERON:0000473	AuG	Gene::23594
Anatomy::UBERON:0002048	AuG	Gene::165
Anatomy::UBERON:0000955	AuG	Gene::166614
Anatomy::UBERON:0002107	AuG	Gene::23204
Anatomy::UBERON:0002367	AuG	Gene::55634
Anatomy::UBERON:0000948	AuG	Gene::5706
Anatomy::UBERON:0000178	AuG	Gene::56180
Anatomy::UBERON:0001135	AuG	Gene::10552
Anatomy::UBERON:0001044	AuG	Gene::29066
Anatomy::UBERON:0002367	AuG	Gene::85002
Anatomy::UBERON:0002048	AuG	Gene::2346
Anatomy::UBERON:0001296	AuG	Gene::10206
Anatomy::UBERON:0002240	AuG	Gene::811
Anatomy::UBERON:0000955	AuG	Gene::7432
Anatomy::UBERON:0002030	AuG	Gene::9209
Anatomy::UBERON:0001013	AuG	Gene::64746
Anatomy::UBERON:0000029	AuG	Gene::643641
Anatomy::UBERON:0000007	AuG	Gene::84310
Anatomy::UBERON:0001295	AuG	Gene::5983
Anatomy::UBERON:0000057	AuG	Gene::79742
Anatomy::UBERON:0000473	AuG	Gene::80153
Anatomy::UBERON:0000955	AuG	Gene::51277
Anatomy::UBERON:0000029	AuG	Gene::64766
Anatomy::UBERON:0000002	AuG	Gene::9330
Anatomy::UBERON:0002369	AuG	Gene::2580
Anatomy::UBERON:0002048	AuG	Gene::84868
Anatomy::UBERON:0000057	AuG	Gene::58494
Anatomy::UBERON:0000178	AuG	Gene::147700
Anatomy::UBERON:0000007	AuG	Gene::10897
Anatomy::UBERON:0002037	AuG	Gene::5976
Anatomy::UBERON:0001893	AuG	Gene::4885
Anatomy::UBERON:0002369	AuG	Gene::388849
Anatomy::UBERON:0000955	AuG	Gene::25911
Anatomy::UBERON:0000992	AuG	Gene::10419
Anatomy::UBERON:0001296	AuG	Gene::22915
Anatomy::UBERON:0000992	AuG	Gene::23568
Anatomy::UBERON:0000029	AuG	Gene::23524
Anatomy::UBERON:0000029	AuG	Gene::976
Anatomy::UBERON:0001013	AuG	Gene::84885
Anatomy::UBERON:0002240	AuG	Gene::51248
Anatomy::UBERON:0000473	AuG	Gene::60509
Anatomy::UBERON:0000178	AuG	Gene::112869
Anatomy::UBERON:0002107	AuG	Gene::5437
Anatomy::UBERON:0001891	AuG	Gene::64219
Anatomy::UBERON:0002046	AuG	Gene::8731
Anatomy::UBERON:0002107	AuG	Gene::151393
Anatomy::UBERON:0000473	AuG	Gene::4857
Anatomy::UBERON:0001896	AuG	Gene::203259
Anatomy::UBERON:0002240	AuG	Gene::54899
Anatomy::UBERON:0001675	AuG	Gene::10228
Anatomy::UBERON:0002107	AuG	Gene::728049
Anatomy::UBERON:0001675	AuG	Gene::22911
Anatomy::UBERON:0002030	AuG	Gene::142678
Anatomy::UBERON:0000955	AuG	Gene::90557
Anatomy::UBERON:0000992	AuG	Gene::8740
Anatomy::UBERON:0001235	AuG	Gene::84449
Anatomy::UBERON:0002046	AuG	Gene::57222
Anatomy::UBERON:0002371	AuG	Gene::55300
Anatomy::UBERON:0002037	AuG	Gene::390595
Anatomy::UBERON:0002107	AuG	Gene::55741
Anatomy::UBERON:0000473	AuG	Gene::652991
Anatomy::UBERON:0001896	AuG	Gene::91947
Anatomy::UBERON:0000057	AuG	Gene::5493
Anatomy::UBERON:0000473	AuG	Gene::29781
Anatomy::UBERON:0000178	AuG	Gene::56897
Anatomy::UBERON:0000178	AuG	Gene::96459
Anatomy::UBERON:0001044	AuG	Gene::89122
Anatomy::UBERON:0000473	AuG	Gene::60672
Anatomy::UBERON:0000948	AuG	Gene::2271
Anatomy::UBERON:0000955	AuG	Gene::63970
Anatomy::UBERON:0001013	AuG	Gene::84668
Anatomy::UBERON:0002185	AuG	Gene::1048
Anatomy::UBERON:0001893	AuG	Gene::23787
Anatomy::UBERON:0000002	AuG	Gene::1305
Anatomy::UBERON:0002240	AuG	Gene::58499
Anatomy::UBERON:0001013	AuG	Gene::2359
Anatomy::UBERON:0000178	AuG	Gene::8678
Anatomy::UBERON:0001295	AuG	Gene::10491
Anatomy::UBERON:0000996	AuG	Gene::5069
Anatomy::UBERON:0001235	AuG	Gene::129303
Anatomy::UBERON:0001135	AuG	Gene::11231
Anatomy::UBERON:0001891	AuG	Gene::529
Anatomy::UBERON:0000178	AuG	Gene::10636
Anatomy::UBERON:0002240	AuG	Gene::6563
Anatomy::UBERON:0002107	AuG	Gene::192111
Anatomy::UBERON:0000995	AuG	Gene::3727
Anatomy::UBERON:0002048	AuG	Gene::79083
Anatomy::UBERON:0000029	AuG	Gene::55577
Anatomy::UBERON:0001225	AuG	Gene::33
Anatomy::UBERON:0002371	AuG	Gene::200186
Anatomy::UBERON:0001896	AuG	Gene::2686
Anatomy::UBERON:0001013	AuG	Gene::3912
Anatomy::UBERON:0002081	AuG	Gene::51134
Anatomy::UBERON:0002369	AuG	Gene::3426
Anatomy::UBERON:0001013	AuG	Gene::342926
Anatomy::UBERON:0000178	AuG	Gene::79188
Anatomy::UBERON:0000057	AuG	Gene::163081
Anatomy::UBERON:0000473	AuG	Gene::6907
Anatomy::UBERON:0000948	AuG	Gene::51330
Anatomy::UBERON:0002082	AuG	Gene::9064
Anatomy::UBERON:0002081	AuG	Gene::57699
Anatomy::UBERON:0000473	AuG	Gene::1407
Anatomy::UBERON:0002048	AuG	Gene::7421
Anatomy::UBERON:0002081	AuG	Gene::587
Anatomy::UBERON:0000178	AuG	Gene::9871
Anatomy::UBERON:0000992	AuG	Gene::729288
Anatomy::UBERON:0000996	AuG	Gene::23515
Anatomy::UBERON:0001044	AuG	Gene::2788
Anatomy::UBERON:0002082	AuG	Gene::84987
Anatomy::UBERON:0002240	AuG	Gene::4591
Anatomy::UBERON:0002048	AuG	Gene::4005
Anatomy::UBERON:0001013	AuG	Gene::7106
Anatomy::UBERON:0002240	AuG	Gene::7844
Anatomy::UBERON:0001235	AuG	Gene::51720
Anatomy::UBERON:0001135	AuG	Gene::8724
Anatomy::UBERON:0002107	AuG	Gene::54606
Anatomy::UBERON:0000948	AuG	Gene::56929
Anatomy::UBERON:0000996	AuG	Gene::5720
Anatomy::UBERON:0002369	AuG	Gene::5480
Anatomy::UBERON:0002371	AuG	Gene::7443
Anatomy::UBERON:0001893	AuG	Gene::4714
Anatomy::UBERON:0002367	AuG	Gene::137695
Anatomy::UBERON:0000955	AuG	Gene::4821
Anatomy::UBERON:0001296	AuG	Gene::56892
Anatomy::UBERON:0001235	AuG	Gene::4921
Anatomy::UBERON:0001225	AuG	Gene::84817
Anatomy::UBERON:0002037	AuG	Gene::773
Anatomy::UBERON:0000057	AuG	Gene::2762
Anatomy::UBERON:0000029	AuG	Gene::140564
Anatomy::UBERON:0000007	AuG	Gene::7567
Anatomy::UBERON:0001896	AuG	Gene::84614
Anatomy::UBERON:0000473	AuG	Gene::55915
Anatomy::UBERON:0000002	AuG	Gene::23350
Anatomy::UBERON:0000948	AuG	Gene::1774
Anatomy::UBERON:0001295	AuG	Gene::8805
Anatomy::UBERON:0002107	AuG	Gene::10746
Anatomy::UBERON:0002030	AuG	Gene::80216
Anatomy::UBERON:0000996	AuG	Gene::11012
Anatomy::UBERON:0000029	AuG	Gene::27094
Anatomy::UBERON:0002030	AuG	Gene::63928
Anatomy::UBERON:0002367	AuG	Gene::55001
Anatomy::UBERON:0000955	AuG	Gene::84866
Anatomy::UBERON:0000948	AuG	Gene::10456
Anatomy::UBERON:0002369	AuG	Gene::2554
Anatomy::UBERON:0000057	AuG	Gene::54795
Anatomy::UBERON:0000178	AuG	Gene::5228
Anatomy::UBERON:0002048	AuG	Gene::79927
Anatomy::UBERON:0002081	AuG	Gene::1351
Anatomy::UBERON:0000002	AuG	Gene::55810
Anatomy::UBERON:0001235	AuG	Gene::29968
Anatomy::UBERON:0001675	AuG	Gene::26035
Anatomy::UBERON:0002081	AuG	Gene::10560
Anatomy::UBERON:0000995	AuG	Gene::112464
Anatomy::UBERON:0000057	AuG	Gene::2956
Anatomy::UBERON:0000057	AuG	Gene::64426
Anatomy::UBERON:0000178	AuG	Gene::11278
Anatomy::UBERON:0001225	AuG	Gene::140462
Anatomy::UBERON:0002048	AuG	Gene::4023
Anatomy::UBERON:0000473	AuG	Gene::2302
Anatomy::UBERON:0002185	AuG	Gene::8870
Anatomy::UBERON:0001891	AuG	Gene::9951
Anatomy::UBERON:0002081	AuG	Gene::284252
Anatomy::UBERON:0002030	AuG	Gene::11336
Anatomy::UBERON:0001891	AuG	Gene::998
Anatomy::UBERON:0000473	AuG	Gene::261734
Anatomy::UBERON:0001896	AuG	Gene::51057
Anatomy::UBERON:0001675	AuG	Gene::10479
Anatomy::UBERON:0000029	AuG	Gene::168544
Anatomy::UBERON:0000473	AuG	Gene::55815
Anatomy::UBERON:0002369	AuG	Gene::219790
Anatomy::UBERON:0001675	AuG	Gene::117583
Anatomy::UBERON:0002046	AuG	Gene::8455
Anatomy::UBERON:0000997	AuG	Gene::10010
Anatomy::UBERON:0002030	AuG	Gene::580
Anatomy::UBERON:0000955	AuG	Gene::114805
Anatomy::UBERON:0002371	AuG	Gene::80025
Anatomy::UBERON:0002030	AuG	Gene::3108
Anatomy::UBERON:0002240	AuG	Gene::4488
Anatomy::UBERON:0001296	AuG	Gene::284297
Anatomy::UBERON:0000057	AuG	Gene::9497
Anatomy::UBERON:0000473	AuG	Gene::57198
Anatomy::UBERON:0000473	AuG	Gene::51281
Anatomy::UBERON:0001295	AuG	Gene::3219
Anatomy::UBERON:0001295	AuG	Gene::55748
Anatomy::UBERON:0000057	AuG	Gene::7157
Anatomy::UBERON:0001135	AuG	Gene::5714
Anatomy::UBERON:0002107	AuG	Gene::51061
Anatomy::UBERON:0000997	AuG	Gene::7071
Anatomy::UBERON:0002369	AuG	Gene::25790
Anatomy::UBERON:0002082	AuG	Gene::5576
Anatomy::UBERON:0000996	AuG	Gene::84648
Anatomy::UBERON:0002369	AuG	Gene::64320
Anatomy::UBERON:0002185	AuG	Gene::1043
Anatomy::UBERON:0002030	AuG	Gene::1906
Anatomy::UBERON:0002082	AuG	Gene::131118
Anatomy::UBERON:0002367	AuG	Gene::51333
Anatomy::UBERON:0001135	AuG	Gene::7813
Anatomy::UBERON:0000473	AuG	Gene::8456
Anatomy::UBERON:0000955	AuG	Gene::8836
Anatomy::UBERON:0002046	AuG	Gene::84552
Anatomy::UBERON:0002082	AuG	Gene::4059
Anatomy::UBERON:0000057	AuG	Gene::55017
Anatomy::UBERON:0000955	AuG	Gene::25953
Anatomy::UBERON:0001893	AuG	Gene::253980
Anatomy::UBERON:0000948	AuG	Gene::340267
Anatomy::UBERON:0000997	AuG	Gene::54454
Anatomy::UBERON:0001675	AuG	Gene::154215
Anatomy::UBERON:0001675	AuG	Gene::7732
Anatomy::UBERON:0000007	AuG	Gene::50512
Anatomy::UBERON:0002030	AuG	Gene::57649
Anatomy::UBERON:0001044	AuG	Gene::2582
Anatomy::UBERON:0002107	AuG	Gene::753
Anatomy::UBERON:0000992	AuG	Gene::10549
Anatomy::UBERON:0001891	AuG	Gene::81689
Anatomy::UBERON:0000007	AuG	Gene::9213
Anatomy::UBERON:0000955	AuG	Gene::2967
Anatomy::UBERON:0000473	AuG	Gene::84458
Anatomy::UBERON:0002107	AuG	Gene::1827
Anatomy::UBERON:0000997	AuG	Gene::143187
Anatomy::UBERON:0001013	AuG	Gene::10693
Anatomy::UBERON:0002046	AuG	Gene::9289
Anatomy::UBERON:0002371	AuG	Gene::80231
Anatomy::UBERON:0002369	AuG	Gene::54888
Anatomy::UBERON:0000948	AuG	Gene::1454
Anatomy::UBERON:0002037	AuG	Gene::2173
Anatomy::UBERON:0000995	AuG	Gene::1854
Anatomy::UBERON:0000057	AuG	Gene::91748
Anatomy::UBERON:0000473	AuG	Gene::374877
Anatomy::UBERON:0001896	AuG	Gene::221184
Anatomy::UBERON:0001891	AuG	Gene::10038
Anatomy::UBERON:0002081	AuG	Gene::7580
Anatomy::UBERON:0001893	AuG	Gene::7101
Anatomy::UBERON:0000955	AuG	Gene::3832
Anatomy::UBERON:0001013	AuG	Gene::11244
Anatomy::UBERON:0001675	AuG	Gene::51239
Anatomy::UBERON:0001225	AuG	Gene::63917
Anatomy::UBERON:0000473	AuG	Gene::790
Anatomy::UBERON:0000948	AuG	Gene::27430
