source	metaedge	target
Disease::DOID:5419	DdG	Gene::7416
Disease::DOID:1612	DdG	Gene::599
Disease::DOID:418	DdG	Gene::55367
Disease::DOID:418	DdG	Gene::6146
Disease::DOID:10283	DdG	Gene::23396
Disease::DOID:0050742	DdG	Gene::26112
Disease::DOID:3393	DdG	Gene::5197
Disease::DOID:10652	DdG	Gene::79012
Disease::DOID:8893	DdG	Gene::55206
Disease::DOID:635	DdG	Gene::490
Disease::DOID:14330	DdG	Gene::10302
Disease::DOID:11612	DdG	Gene::51075
Disease::DOID:3083	DdG	Gene::1345
Disease::DOID:14330	DdG	Gene::51606
Disease::DOID:14227	DdG	Gene::56181
Disease::DOID:824	DdG	Gene::1979
Disease::DOID:5419	DdG	Gene::55658
Disease::DOID:8778	DdG	Gene::10628
Disease::DOID:1612	DdG	Gene::23331
Disease::DOID:14330	DdG	Gene::8788
Disease::DOID:824	DdG	Gene::116362
Disease::DOID:8778	DdG	Gene::51497
Disease::DOID:13223	DdG	Gene::57050
Disease::DOID:10652	DdG	Gene::1630
Disease::DOID:8778	DdG	Gene::6125
Disease::DOID:0050741	DdG	Gene::54931
Disease::DOID:2986	DdG	Gene::10253
Disease::DOID:219	DdG	Gene::7263
Disease::DOID:3083	DdG	Gene::51380
Disease::DOID:8577	DdG	Gene::2330
Disease::DOID:0050742	DdG	Gene::23363
Disease::DOID:0050742	DdG	Gene::767
Disease::DOID:12365	DdG	Gene::25804
Disease::DOID:824	DdG	Gene::51010
Disease::DOID:2986	DdG	Gene::8942
Disease::DOID:0050742	DdG	Gene::254050
Disease::DOID:12365	DdG	Gene::80775
Disease::DOID:2531	DdG	Gene::1044
Disease::DOID:635	DdG	Gene::25778
Disease::DOID:0050156	DdG	Gene::5583
Disease::DOID:986	DdG	Gene::54910
Disease::DOID:1793	DdG	Gene::25901
Disease::DOID:8893	DdG	Gene::119504
Disease::DOID:418	DdG	Gene::124995
Disease::DOID:635	DdG	Gene::2208
Disease::DOID:0050742	DdG	Gene::54492
Disease::DOID:1793	DdG	Gene::10260
Disease::DOID:14227	DdG	Gene::132671
Disease::DOID:8577	DdG	Gene::27330
Disease::DOID:263	DdG	Gene::56521
Disease::DOID:12365	DdG	Gene::84515
Disease::DOID:2986	DdG	Gene::5166
Disease::DOID:0050741	DdG	Gene::5481
Disease::DOID:332	DdG	Gene::51526
Disease::DOID:332	DdG	Gene::11075
Disease::DOID:263	DdG	Gene::51473
Disease::DOID:9008	DdG	Gene::57654
Disease::DOID:14330	DdG	Gene::2258
Disease::DOID:5419	DdG	Gene::388813
Disease::DOID:3083	DdG	Gene::54729
Disease::DOID:2531	DdG	Gene::10443
Disease::DOID:7147	DdG	Gene::9267
Disease::DOID:8893	DdG	Gene::169611
Disease::DOID:12365	DdG	Gene::10244
Disease::DOID:332	DdG	Gene::360
Disease::DOID:1612	DdG	Gene::10157
Disease::DOID:5419	DdG	Gene::10248
Disease::DOID:14227	DdG	Gene::84070
Disease::DOID:219	DdG	Gene::8412
Disease::DOID:1793	DdG	Gene::8761
Disease::DOID:2531	DdG	Gene::5087
Disease::DOID:219	DdG	Gene::3155
Disease::DOID:332	DdG	Gene::7484
Disease::DOID:14227	DdG	Gene::79696
Disease::DOID:1612	DdG	Gene::1808
Disease::DOID:10652	DdG	Gene::79656
Disease::DOID:332	DdG	Gene::128218
Disease::DOID:8893	DdG	Gene::10253
Disease::DOID:3083	DdG	Gene::5193
Disease::DOID:8893	DdG	Gene::4853
Disease::DOID:12365	DdG	Gene::56967
Disease::DOID:0050741	DdG	Gene::221336
Disease::DOID:8893	DdG	Gene::6191
Disease::DOID:8893	DdG	Gene::10217
Disease::DOID:3083	DdG	Gene::55753
Disease::DOID:986	DdG	Gene::79929
Disease::DOID:263	DdG	Gene::482
Disease::DOID:5419	DdG	Gene::4723
Disease::DOID:2394	DdG	Gene::7287
Disease::DOID:1324	DdG	Gene::356
Disease::DOID:8778	DdG	Gene::23142
Disease::DOID:10283	DdG	Gene::25983
Disease::DOID:1909	DdG	Gene::382
Disease::DOID:3083	DdG	Gene::29127
Disease::DOID:2986	DdG	Gene::468
Disease::DOID:0050742	DdG	Gene::65998
Disease::DOID:1909	DdG	Gene::92211
Disease::DOID:1909	DdG	Gene::25973
Disease::DOID:2531	DdG	Gene::57711
Disease::DOID:12365	DdG	Gene::2091
Disease::DOID:0050742	DdG	Gene::54996
Disease::DOID:418	DdG	Gene::10629
Disease::DOID:7693	DdG	Gene::4015
Disease::DOID:2986	DdG	Gene::2745
Disease::DOID:219	DdG	Gene::2690
Disease::DOID:10763	DdG	Gene::285668
Disease::DOID:13223	DdG	Gene::60598
Disease::DOID:9008	DdG	Gene::1106
Disease::DOID:8893	DdG	Gene::55667
Disease::DOID:8778	DdG	Gene::6156
Disease::DOID:10652	DdG	Gene::23283
Disease::DOID:12365	DdG	Gene::57026
Disease::DOID:12365	DdG	Gene::29801
Disease::DOID:8893	DdG	Gene::130026
Disease::DOID:332	DdG	Gene::1731
Disease::DOID:7148	DdG	Gene::26168
Disease::DOID:3083	DdG	Gene::64129
Disease::DOID:3083	DdG	Gene::5600
Disease::DOID:2394	DdG	Gene::10936
Disease::DOID:418	DdG	Gene::1019
Disease::DOID:0050156	DdG	Gene::100820829
Disease::DOID:986	DdG	Gene::51637
Disease::DOID:1909	DdG	Gene::124773
Disease::DOID:14330	DdG	Gene::10330
Disease::DOID:12365	DdG	Gene::9277
Disease::DOID:5419	DdG	Gene::9277
Disease::DOID:14227	DdG	Gene::127733
Disease::DOID:10652	DdG	Gene::785
Disease::DOID:2394	DdG	Gene::3361
Disease::DOID:14227	DdG	Gene::9266
Disease::DOID:635	DdG	Gene::2254
Disease::DOID:1612	DdG	Gene::6133
Disease::DOID:418	DdG	Gene::1340
Disease::DOID:9206	DdG	Gene::3728
Disease::DOID:9206	DdG	Gene::9792
Disease::DOID:1909	DdG	Gene::55655
Disease::DOID:219	DdG	Gene::37
Disease::DOID:219	DdG	Gene::27250
Disease::DOID:13223	DdG	Gene::9373
Disease::DOID:219	DdG	Gene::6518
Disease::DOID:9206	DdG	Gene::5333
Disease::DOID:0050156	DdG	Gene::660
Disease::DOID:8893	DdG	Gene::79086
Disease::DOID:10652	DdG	Gene::119
Disease::DOID:2531	DdG	Gene::4675
Disease::DOID:418	DdG	Gene::55621
Disease::DOID:219	DdG	Gene::54793
Disease::DOID:1612	DdG	Gene::23179
Disease::DOID:8577	DdG	Gene::55824
Disease::DOID:8893	DdG	Gene::54439
Disease::DOID:1793	DdG	Gene::386679
Disease::DOID:418	DdG	Gene::1967
Disease::DOID:1612	DdG	Gene::6135
Disease::DOID:8893	DdG	Gene::100381270
Disease::DOID:9206	DdG	Gene::23077
Disease::DOID:9008	DdG	Gene::9592
Disease::DOID:7148	DdG	Gene::2948
Disease::DOID:2531	DdG	Gene::1776
Disease::DOID:12365	DdG	Gene::3921
Disease::DOID:7148	DdG	Gene::51433
Disease::DOID:0050156	DdG	Gene::10787
Disease::DOID:7693	DdG	Gene::4054
Disease::DOID:1793	DdG	Gene::23464
Disease::DOID:12365	DdG	Gene::64965
