source	metaedge	target
Gene::341799	GcG	Gene::26128
Gene::9656	GcG	Gene::7153
Gene::389432	GcG	Gene::3837
Gene::344838	GcG	Gene::22907
Gene::134492	GcG	Gene::389058
Gene::1739	GcG	Gene::148268
Gene::55958	GcG	Gene::54329
Gene::200407	GcG	Gene::53635
Gene::27067	GcG	Gene::29801
Gene::353274	GcG	Gene::79958
Gene::203286	GcG	Gene::153572
Gene::84924	GcG	Gene::375704
Gene::1062	GcG	Gene::10657
Gene::55049	GcG	Gene::51127
Gene::3265	GcG	Gene::116225
Gene::80820	GcG	Gene::57333
Gene::92002	GcG	Gene::4071
Gene::8705	GcG	Gene::23139
Gene::149986	GcG	Gene::2286
Gene::11152	GcG	Gene::23533
Gene::151636	GcG	Gene::83666
Gene::6916	GcG	Gene::5134
Gene::390010	GcG	Gene::23080
Gene::23533	GcG	Gene::21
Gene::53344	GcG	Gene::399473
Gene::491	GcG	Gene::10856
Gene::284382	GcG	Gene::9148
Gene::7633	GcG	Gene::79685
Gene::27067	GcG	Gene::163175
Gene::7136	GcG	Gene::115294
Gene::7348	GcG	Gene::4209
Gene::79966	GcG	Gene::400950
Gene::10473	GcG	Gene::6273
Gene::85417	GcG	Gene::2788
Gene::22907	GcG	Gene::161742
Gene::4007	GcG	Gene::10430
Gene::84687	GcG	Gene::3352
Gene::6872	GcG	Gene::53917
Gene::2619	GcG	Gene::51691
Gene::8341	GcG	Gene::5193
Gene::23683	GcG	Gene::59286
Gene::2921	GcG	Gene::2919
Gene::1609	GcG	Gene::170506
Gene::5450	GcG	Gene::80194
Gene::22954	GcG	Gene::342945
Gene::8629	GcG	Gene::9651
Gene::65083	GcG	Gene::6615
Gene::256126	GcG	Gene::10036
Gene::23054	GcG	Gene::51127
Gene::168400	GcG	Gene::10808
Gene::55922	GcG	Gene::9684
Gene::9306	GcG	Gene::51321
Gene::51160	GcG	Gene::5557
Gene::51720	GcG	Gene::1608
Gene::55082	GcG	Gene::79927
Gene::90060	GcG	Gene::375704
Gene::1062	GcG	Gene::84128
Gene::222962	GcG	Gene::23024
Gene::22907	GcG	Gene::9351
Gene::390010	GcG	Gene::9038
Gene::3202	GcG	Gene::200312
Gene::53822	GcG	Gene::65264
Gene::54913	GcG	Gene::51127
Gene::28952	GcG	Gene::6879
Gene::220213	GcG	Gene::55635
Gene::3646	GcG	Gene::1762
Gene::57655	GcG	Gene::7589
Gene::8708	GcG	Gene::439
Gene::6366	GcG	Gene::55665
Gene::23358	GcG	Gene::5956
Gene::220963	GcG	Gene::1362
Gene::7592	GcG	Gene::60685
Gene::11338	GcG	Gene::80135
Gene::79192	GcG	Gene::23140
Gene::6711	GcG	Gene::9349
Gene::139189	GcG	Gene::57715
Gene::6457	GcG	Gene::55640
Gene::391107	GcG	Gene::6426
Gene::64219	GcG	Gene::10188
Gene::7745	GcG	Gene::26585
Gene::221833	GcG	Gene::5594
Gene::393	GcG	Gene::400935
Gene::654364	GcG	Gene::58
Gene::53822	GcG	Gene::23334
Gene::139599	GcG	Gene::2792
Gene::554235	GcG	Gene::5476
Gene::29942	GcG	Gene::84687
Gene::57091	GcG	Gene::728116
Gene::25794	GcG	Gene::84687
Gene::23583	GcG	Gene::112464
Gene::8721	GcG	Gene::10253
Gene::146198	GcG	Gene::27030
Gene::124857	GcG	Gene::338761
Gene::1756	GcG	Gene::9618
Gene::8216	GcG	Gene::63941
Gene::203111	GcG	Gene::283129
Gene::23439	GcG	Gene::8471
Gene::390259	GcG	Gene::64848
Gene::26267	GcG	Gene::79665
Gene::1649	GcG	Gene::26517
Gene::84057	GcG	Gene::83854
Gene::9371	GcG	Gene::58473
Gene::9351	GcG	Gene::7170
Gene::79134	GcG	Gene::23152
Gene::57706	GcG	Gene::389084
Gene::390067	GcG	Gene::6861
Gene::5435	GcG	Gene::55671
Gene::8331	GcG	Gene::7627
Gene::3228	GcG	Gene::83930
Gene::1211	GcG	Gene::121340
Gene::1436	GcG	Gene::6615
Gene::25794	GcG	Gene::84219
Gene::10452	GcG	Gene::83931
Gene::2909	GcG	Gene::139411
Gene::165721	GcG	Gene::124535
Gene::390616	GcG	Gene::5781
Gene::80108	GcG	Gene::3690
Gene::91748	GcG	Gene::5662
Gene::9172	GcG	Gene::4326
Gene::7023	GcG	Gene::262
Gene::1649	GcG	Gene::51160
Gene::341799	GcG	Gene::58158
Gene::6155	GcG	Gene::439915
Gene::64965	GcG	Gene::388698
Gene::55132	GcG	Gene::10945
Gene::26576	GcG	Gene::84445
Gene::9762	GcG	Gene::56949
Gene::343578	GcG	Gene::8419
Gene::285349	GcG	Gene::11100
Gene::115207	GcG	Gene::10857
Gene::79442	GcG	Gene::56269
Gene::117531	GcG	Gene::9672
Gene::79027	GcG	Gene::7920
Gene::55272	GcG	Gene::53917
Gene::8326	GcG	Gene::116729
Gene::57451	GcG	Gene::6165
Gene::2676	GcG	Gene::282679
Gene::337969	GcG	Gene::15
Gene::64847	GcG	Gene::84871
Gene::126432	GcG	Gene::83638
Gene::1856	GcG	Gene::28956
Gene::9170	GcG	Gene::91300
Gene::55272	GcG	Gene::8463
Gene::54039	GcG	Gene::57666
Gene::6529	GcG	Gene::9142
Gene::56996	GcG	Gene::51412
Gene::8425	GcG	Gene::7572
Gene::64167	GcG	Gene::2957
Gene::4889	GcG	Gene::57731
Gene::79269	GcG	Gene::66005
Gene::3949	GcG	Gene::84467
Gene::11180	GcG	Gene::5818
Gene::4515	GcG	Gene::56949
Gene::26529	GcG	Gene::55854
Gene::2334	GcG	Gene::10168
Gene::91663	GcG	Gene::92126
Gene::341799	GcG	Gene::64072
Gene::399909	GcG	Gene::55182
Gene::220988	GcG	Gene::5093
Gene::1479	GcG	Gene::7580
Gene::40	GcG	Gene::9672
Gene::200312	GcG	Gene::140701
Gene::9247	GcG	Gene::126364
Gene::386672	GcG	Gene::170692
Gene::90060	GcG	Gene::6861
Gene::56996	GcG	Gene::5292
Gene::1756	GcG	Gene::2956
Gene::91151	GcG	Gene::23387
Gene::126299	GcG	Gene::128272
Gene::128367	GcG	Gene::64946
Gene::9755	GcG	Gene::40
Gene::89848	GcG	Gene::30009
Gene::79324	GcG	Gene::79009
Gene::6635	GcG	Gene::3749
Gene::340543	GcG	Gene::3760
Gene::402415	GcG	Gene::81559
Gene::54885	GcG	Gene::148268
Gene::84667	GcG	Gene::283554
Gene::285966	GcG	Gene::6434
Gene::29085	GcG	Gene::22879
Gene::54850	GcG	Gene::65264
Gene::23732	GcG	Gene::93377
Gene::154790	GcG	Gene::23277
Gene::1002	GcG	Gene::84790
Gene::23230	GcG	Gene::6491
Gene::26173	GcG	Gene::9112
Gene::1339	GcG	Gene::5450
Gene::80317	GcG	Gene::63827
Gene::155184	GcG	Gene::5408
Gene::60437	GcG	Gene::2108
Gene::390067	GcG	Gene::164633
Gene::678	GcG	Gene::7349
Gene::1396	GcG	Gene::6494
Gene::9038	GcG	Gene::2101
Gene::83449	GcG	Gene::23334
Gene::2334	GcG	Gene::64167
Gene::139728	GcG	Gene::2565
Gene::134265	GcG	Gene::10489
Gene::90355	GcG	Gene::54876
Gene::7169	GcG	Gene::5986
Gene::4668	GcG	Gene::3294
Gene::347148	GcG	Gene::153328
Gene::345462	GcG	Gene::26005
Gene::389432	GcG	Gene::80218
Gene::151056	GcG	Gene::79369
Gene::10395	GcG	Gene::3703
Gene::375611	GcG	Gene::152
Gene::390259	GcG	Gene::91151
Gene::6351	GcG	Gene::5926
Gene::84861	GcG	Gene::126006
Gene::256309	GcG	Gene::400935
Gene::11188	GcG	Gene::79009
Gene::7866	GcG	Gene::55958
Gene::390259	GcG	Gene::55929
Gene::22885	GcG	Gene::9149
Gene::117153	GcG	Gene::22897
Gene::402682	GcG	Gene::6502
Gene::81628	GcG	Gene::3198
Gene::345462	GcG	Gene::126299
Gene::1756	GcG	Gene::55133
Gene::408263	GcG	Gene::4692
Gene::79817	GcG	Gene::6888
Gene::55964	GcG	Gene::4637
Gene::22824	GcG	Gene::54876
Gene::7572	GcG	Gene::11313
Gene::113791	GcG	Gene::2301
Gene::28511	GcG	Gene::4637
Gene::904	GcG	Gene::51027
Gene::51090	GcG	Gene::3049
Gene::222950	GcG	Gene::81628
Gene::81628	GcG	Gene::50628
Gene::5154	GcG	Gene::27252
Gene::85236	GcG	Gene::124790
Gene::3750	GcG	Gene::138716
Gene::4889	GcG	Gene::11313
Gene::23096	GcG	Gene::23403
Gene::55331	GcG	Gene::2624
Gene::84640	GcG	Gene::124961
Gene::8022	GcG	Gene::646
Gene::285671	GcG	Gene::64856
Gene::121364	GcG	Gene::391112
Gene::7114	GcG	Gene::5753
Gene::55285	GcG	Gene::148268
Gene::4077	GcG	Gene::55859
Gene::9856	GcG	Gene::126353
Gene::100144748	GcG	Gene::56672
Gene::83590	GcG	Gene::5187
Gene::10075	GcG	Gene::10633
Gene::6217	GcG	Gene::338761
Gene::286749	GcG	Gene::84467
Gene::2870	GcG	Gene::402682
Gene::114787	GcG	Gene::10683
Gene::23014	GcG	Gene::6018
Gene::10383	GcG	Gene::342132
Gene::6921	GcG	Gene::8690
Gene::338398	GcG	Gene::10642
Gene::54475	GcG	Gene::343169
Gene::7004	GcG	Gene::284273
Gene::121256	GcG	Gene::9889
Gene::4796	GcG	Gene::285193
Gene::7079	GcG	Gene::10971
Gene::29801	GcG	Gene::81569
Gene::93650	GcG	Gene::256394
Gene::57722	GcG	Gene::51127
Gene::66008	GcG	Gene::10014
Gene::7320	GcG	Gene::770
Gene::2261	GcG	Gene::388591
Gene::729665	GcG	Gene::80217
Gene::54850	GcG	Gene::91544
Gene::25850	GcG	Gene::79697
Gene::1735	GcG	Gene::5534
Gene::885	GcG	Gene::54462
Gene::113235	GcG	Gene::353133
Gene::22907	GcG	Gene::28511
Gene::29993	GcG	Gene::1487
Gene::337876	GcG	Gene::10971
Gene::114991	GcG	Gene::4974
Gene::23439	GcG	Gene::8330
Gene::3909	GcG	Gene::50835
Gene::56986	GcG	Gene::10825
Gene::154790	GcG	Gene::340990
Gene::4430	GcG	Gene::11021
Gene::55582	GcG	Gene::5143
Gene::7376	GcG	Gene::11345
Gene::51720	GcG	Gene::1346
Gene::347475	GcG	Gene::8434
Gene::729956	GcG	Gene::3195
Gene::10052	GcG	Gene::55929
Gene::381	GcG	Gene::57095
Gene::54801	GcG	Gene::7158
Gene::9034	GcG	Gene::333929
Gene::9684	GcG	Gene::23507
Gene::58473	GcG	Gene::54344
Gene::8241	GcG	Gene::26984
Gene::1819	GcG	Gene::8089
Gene::287015	GcG	Gene::343263
Gene::6671	GcG	Gene::285126
Gene::83714	GcG	Gene::6840
Gene::4902	GcG	Gene::5792
Gene::85459	GcG	Gene::54843
Gene::154790	GcG	Gene::9498
Gene::55665	GcG	Gene::8341
Gene::57479	GcG	Gene::63928
Gene::91151	GcG	Gene::2595
Gene::27332	GcG	Gene::9668
Gene::4430	GcG	Gene::5956
Gene::4649	GcG	Gene::84243
Gene::23020	GcG	Gene::51127
Gene::3899	GcG	Gene::9028
Gene::345462	GcG	Gene::7574
Gene::387522	GcG	Gene::23326
Gene::375791	GcG	Gene::220296
Gene::22859	GcG	Gene::79817
Gene::57455	GcG	Gene::81282
Gene::645369	GcG	Gene::27165
Gene::57721	GcG	Gene::9721
Gene::7345	GcG	Gene::3761
Gene::23555	GcG	Gene::10489
Gene::146212	GcG	Gene::26585
Gene::7076	GcG	Gene::430
Gene::9351	GcG	Gene::10076
Gene::132160	GcG	Gene::1608
Gene::222183	GcG	Gene::63941
Gene::23358	GcG	Gene::124857
Gene::92293	GcG	Gene::79155
Gene::56131	GcG	Gene::79839
Gene::10168	GcG	Gene::726
Gene::7004	GcG	Gene::5080
Gene::7745	GcG	Gene::124857
Gene::6748	GcG	Gene::8045
Gene::26873	GcG	Gene::9513
Gene::23241	GcG	Gene::149345
Gene::23363	GcG	Gene::27112
Gene::8479	GcG	Gene::27030
Gene::387763	GcG	Gene::3899
Gene::345462	GcG	Gene::90506
Gene::4886	GcG	Gene::387509
Gene::85438	GcG	Gene::533
Gene::8330	GcG	Gene::65997
Gene::6431	GcG	Gene::100128731
Gene::57455	GcG	Gene::23644
Gene::147381	GcG	Gene::123879
Gene::199953	GcG	Gene::504191
Gene::164832	GcG	Gene::22980
Gene::375791	GcG	Gene::56675
Gene::10858	GcG	Gene::55188
Gene::4809	GcG	Gene::116729
Gene::11188	GcG	Gene::23277
Gene::554235	GcG	Gene::56341
Gene::128434	GcG	Gene::4692
Gene::832	GcG	Gene::2101
Gene::22882	GcG	Gene::9812
Gene::10980	GcG	Gene::84926
Gene::79413	GcG	Gene::255631
Gene::221336	GcG	Gene::7574
Gene::6750	GcG	Gene::84504
Gene::245928	GcG	Gene::161394
Gene::8992	GcG	Gene::54876
Gene::200894	GcG	Gene::118460
Gene::51285	GcG	Gene::93081
Gene::164633	GcG	Gene::2641
Gene::26167	GcG	Gene::145483
Gene::6839	GcG	Gene::146547
Gene::84312	GcG	Gene::6181
Gene::6499	GcG	Gene::9028
Gene::89801	GcG	Gene::7075
Gene::79665	GcG	Gene::64375
Gene::60436	GcG	Gene::84926
Gene::8204	GcG	Gene::256949
Gene::7916	GcG	Gene::92815
Gene::4994	GcG	Gene::732
Gene::341799	GcG	Gene::375790
Gene::7730	GcG	Gene::1103
Gene::186	GcG	Gene::23507
Gene::6878	GcG	Gene::219875
Gene::9666	GcG	Gene::4902
Gene::8341	GcG	Gene::126006
Gene::154214	GcG	Gene::54766
Gene::8668	GcG	Gene::79002
Gene::554235	GcG	Gene::7158
Gene::2902	GcG	Gene::10472
Gene::116535	GcG	Gene::10076
Gene::23014	GcG	Gene::58473
Gene::55312	GcG	Gene::84656
Gene::5569	GcG	Gene::339665
Gene::4010	GcG	Gene::55330
Gene::114885	GcG	Gene::100131378
Gene::9994	GcG	Gene::27332
Gene::11070	GcG	Gene::399473
Gene::83642	GcG	Gene::201164
Gene::94005	GcG	Gene::22984
Gene::4300	GcG	Gene::196403
Gene::5166	GcG	Gene::51596
Gene::54442	GcG	Gene::121340
Gene::162282	GcG	Gene::1339
Gene::27068	GcG	Gene::837
Gene::10683	GcG	Gene::126374
Gene::9684	GcG	Gene::440503
Gene::25817	GcG	Gene::9698
