source	metaedge	target
Disease::DOID:5041	DaG	Gene::2023
Disease::DOID:1612	DaG	Gene::8871
Disease::DOID:2986	DaG	Gene::11010
Disease::DOID:2355	DaG	Gene::4879
Disease::DOID:2841	DaG	Gene::6869
Disease::DOID:9970	DaG	Gene::1672
Disease::DOID:5419	DaG	Gene::3084
Disease::DOID:2394	DaG	Gene::4893
Disease::DOID:1612	DaG	Gene::5728
Disease::DOID:1459	DaG	Gene::389434
Disease::DOID:2986	DaG	Gene::341
Disease::DOID:2841	DaG	Gene::10419
Disease::DOID:2355	DaG	Gene::920
Disease::DOID:3310	DaG	Gene::920
Disease::DOID:216	DaG	Gene::10404
Disease::DOID:3393	DaG	Gene::5445
Disease::DOID:9970	DaG	Gene::1361
Disease::DOID:12849	DaG	Gene::367
Disease::DOID:10283	DaG	Gene::4193
Disease::DOID:10763	DaG	Gene::2697
Disease::DOID:2596	DaG	Gene::55856
Disease::DOID:12849	DaG	Gene::2558
Disease::DOID:2377	DaG	Gene::959
Disease::DOID:3393	DaG	Gene::2100
Disease::DOID:4481	DaG	Gene::3567
Disease::DOID:2394	DaG	Gene::1956
Disease::DOID:2986	DaG	Gene::51582
Disease::DOID:2531	DaG	Gene::329
Disease::DOID:11612	DaG	Gene::1583
Disease::DOID:10652	DaG	Gene::333
Disease::DOID:263	DaG	Gene::1015
Disease::DOID:9352	DaG	Gene::200186
Disease::DOID:10283	DaG	Gene::1775
Disease::DOID:8850	DaG	Gene::9454
Disease::DOID:11714	DaG	Gene::1588
Disease::DOID:1324	DaG	Gene::1612
Disease::DOID:2355	DaG	Gene::867
Disease::DOID:2355	DaG	Gene::9780
Disease::DOID:1936	DaG	Gene::255738
Disease::DOID:3070	DaG	Gene::572
Disease::DOID:9835	DaG	Gene::57167
Disease::DOID:3083	DaG	Gene::4843
Disease::DOID:10763	DaG	Gene::26
Disease::DOID:1324	DaG	Gene::29108
Disease::DOID:12236	DaG	Gene::10412
Disease::DOID:14330	DaG	Gene::1906
Disease::DOID:2531	DaG	Gene::1512
Disease::DOID:332	DaG	Gene::51163
Disease::DOID:1686	DaG	Gene::1409
Disease::DOID:2394	DaG	Gene::4905
Disease::DOID:263	DaG	Gene::1495
Disease::DOID:1612	DaG	Gene::10318
Disease::DOID:635	DaG	Gene::973
Disease::DOID:10283	DaG	Gene::6774
Disease::DOID:1909	DaG	Gene::3685
Disease::DOID:2531	DaG	Gene::3553
Disease::DOID:2043	DaG	Gene::6295
Disease::DOID:3393	DaG	Gene::5581
Disease::DOID:9296	DaG	Gene::9241
Disease::DOID:3393	DaG	Gene::4313
Disease::DOID:7148	DaG	Gene::1803
Disease::DOID:2531	DaG	Gene::11262
Disease::DOID:1909	DaG	Gene::23532
Disease::DOID:1909	DaG	Gene::55014
Disease::DOID:784	DaG	Gene::5243
Disease::DOID:1826	DaG	Gene::183
Disease::DOID:2355	DaG	Gene::55215
Disease::DOID:10283	DaG	Gene::1958
Disease::DOID:3953	DaG	Gene::202500
Disease::DOID:184	DaG	Gene::5743
Disease::DOID:10763	DaG	Gene::623
Disease::DOID:9352	DaG	Gene::11124
Disease::DOID:0060119	DaG	Gene::923
Disease::DOID:635	DaG	Gene::71
Disease::DOID:7148	DaG	Gene::640
Disease::DOID:10941	DaG	Gene::66037
Disease::DOID:1115	DaG	Gene::8209
Disease::DOID:10534	DaG	Gene::10528
Disease::DOID:2841	DaG	Gene::958
Disease::DOID:1686	DaG	Gene::1030
Disease::DOID:3083	DaG	Gene::2638
Disease::DOID:1324	DaG	Gene::23314
Disease::DOID:3393	DaG	Gene::23411
Disease::DOID:1909	DaG	Gene::7422
Disease::DOID:5041	DaG	Gene::6648
Disease::DOID:2377	DaG	Gene::7099
Disease::DOID:5041	DaG	Gene::6317
Disease::DOID:2841	DaG	Gene::3880
Disease::DOID:2986	DaG	Gene::2585
Disease::DOID:12849	DaG	Gene::53615
Disease::DOID:10534	DaG	Gene::5886
Disease::DOID:9835	DaG	Gene::4285
Disease::DOID:10283	DaG	Gene::6885
Disease::DOID:1686	DaG	Gene::5308
Disease::DOID:2394	DaG	Gene::285601
Disease::DOID:1826	DaG	Gene::6812
Disease::DOID:9970	DaG	Gene::5168
Disease::DOID:1595	DaG	Gene::7166
Disease::DOID:0050741	DaG	Gene::1813
Disease::DOID:2986	DaG	Gene::55839
Disease::DOID:263	DaG	Gene::1004
Disease::DOID:9970	DaG	Gene::4842
Disease::DOID:332	DaG	Gene::5444
Disease::DOID:2355	DaG	Gene::81693
Disease::DOID:1612	DaG	Gene::3191
Disease::DOID:10763	DaG	Gene::6347
Disease::DOID:13378	DaG	Gene::640
Disease::DOID:263	DaG	Gene::6528
Disease::DOID:1612	DaG	Gene::4904
Disease::DOID:3571	DaG	Gene::2705
Disease::DOID:12849	DaG	Gene::5551
Disease::DOID:3312	DaG	Gene::2192
Disease::DOID:1826	DaG	Gene::6714
Disease::DOID:10283	DaG	Gene::81567
Disease::DOID:1826	DaG	Gene::7442
Disease::DOID:14227	DaG	Gene::254428
Disease::DOID:9835	DaG	Gene::10682
Disease::DOID:2841	DaG	Gene::3135
Disease::DOID:8778	DaG	Gene::1238
Disease::DOID:10283	DaG	Gene::2078
Disease::DOID:4989	DaG	Gene::440387
Disease::DOID:10763	DaG	Gene::153
Disease::DOID:2531	DaG	Gene::2125
Disease::DOID:6364	DaG	Gene::478
Disease::DOID:10652	DaG	Gene::5653
Disease::DOID:2841	DaG	Gene::4049
Disease::DOID:10283	DaG	Gene::43
Disease::DOID:4045	DaG	Gene::79058
Disease::DOID:9074	DaG	Gene::4067
Disease::DOID:10763	DaG	Gene::7369
Disease::DOID:2986	DaG	Gene::9435
Disease::DOID:1909	DaG	Gene::843
Disease::DOID:1793	DaG	Gene::4089
Disease::DOID:11714	DaG	Gene::9370
Disease::DOID:3310	DaG	Gene::6037
Disease::DOID:363	DaG	Gene::4436
Disease::DOID:2394	DaG	Gene::4436
Disease::DOID:1115	DaG	Gene::4286
Disease::DOID:10534	DaG	Gene::5915
Disease::DOID:1612	DaG	Gene::27306
Disease::DOID:8778	DaG	Gene::120892
Disease::DOID:9352	DaG	Gene::10198
Disease::DOID:585	DaG	Gene::7369
Disease::DOID:5419	DaG	Gene::2571
Disease::DOID:2986	DaG	Gene::10403
Disease::DOID:1781	DaG	Gene::8031
Disease::DOID:10652	DaG	Gene::4915
Disease::DOID:10283	DaG	Gene::6237
Disease::DOID:9352	DaG	Gene::4968
Disease::DOID:8850	DaG	Gene::3670
Disease::DOID:11612	DaG	Gene::144577
Disease::DOID:3393	DaG	Gene::2628
Disease::DOID:3571	DaG	Gene::5465
Disease::DOID:1612	DaG	Gene::1938
Disease::DOID:2841	DaG	Gene::3291
Disease::DOID:1936	DaG	Gene::9370
Disease::DOID:5419	DaG	Gene::133482
Disease::DOID:12849	DaG	Gene::8831
Disease::DOID:9970	DaG	Gene::3148
Disease::DOID:10652	DaG	Gene::1471
Disease::DOID:9970	DaG	Gene::23788
Disease::DOID:3393	DaG	Gene::3099
Disease::DOID:10608	DaG	Gene::4153
Disease::DOID:4045	DaG	Gene::201299
Disease::DOID:7148	DaG	Gene::6583
Disease::DOID:7148	DaG	Gene::3565
Disease::DOID:1826	DaG	Gene::23583
Disease::DOID:11612	DaG	Gene::80264
Disease::DOID:1909	DaG	Gene::10743
Disease::DOID:5419	DaG	Gene::775
Disease::DOID:3571	DaG	Gene::3337
Disease::DOID:986	DaG	Gene::79465
Disease::DOID:8850	DaG	Gene::3485
Disease::DOID:1192	DaG	Gene::1604
Disease::DOID:10763	DaG	Gene::6870
Disease::DOID:4362	DaG	Gene::7015
Disease::DOID:1826	DaG	Gene::51604
Disease::DOID:12361	DaG	Gene::3105
Disease::DOID:10283	DaG	Gene::596
Disease::DOID:9970	DaG	Gene::1393
Disease::DOID:1115	DaG	Gene::4313
Disease::DOID:9835	DaG	Gene::9839
Disease::DOID:9352	DaG	Gene::284217
Disease::DOID:1612	DaG	Gene::7372
Disease::DOID:2841	DaG	Gene::1634
Disease::DOID:5041	DaG	Gene::595
Disease::DOID:10283	DaG	Gene::64240
Disease::DOID:9352	DaG	Gene::6647
Disease::DOID:0050156	DaG	Gene::653509
Disease::DOID:2394	DaG	Gene::8516
Disease::DOID:11119	DaG	Gene::3356
Disease::DOID:418	DaG	Gene::1058
Disease::DOID:8778	DaG	Gene::3576
Disease::DOID:3571	DaG	Gene::1149
Disease::DOID:3070	DaG	Gene::8880
Disease::DOID:1312	DaG	Gene::26762
Disease::DOID:10652	DaG	Gene::327
Disease::DOID:1192	DaG	Gene::4233
Disease::DOID:9352	DaG	Gene::3952
Disease::DOID:3393	DaG	Gene::3931
Disease::DOID:9970	DaG	Gene::2147
Disease::DOID:9352	DaG	Gene::54901
Disease::DOID:10763	DaG	Gene::10159
Disease::DOID:7148	DaG	Gene::326
Disease::DOID:2994	DaG	Gene::154288
Disease::DOID:1612	DaG	Gene::7516
Disease::DOID:4045	DaG	Gene::1756
Disease::DOID:1324	DaG	Gene::9699
Disease::DOID:5419	DaG	Gene::4340
Disease::DOID:3070	DaG	Gene::8358
Disease::DOID:1312	DaG	Gene::2335
Disease::DOID:2986	DaG	Gene::8897
Disease::DOID:594	DaG	Gene::1312
Disease::DOID:1909	DaG	Gene::3439
Disease::DOID:3070	DaG	Gene::26136
Disease::DOID:1612	DaG	Gene::131965
Disease::DOID:1115	DaG	Gene::7430
Disease::DOID:1245	DaG	Gene::6239
Disease::DOID:10283	DaG	Gene::51181
Disease::DOID:6364	DaG	Gene::773
Disease::DOID:1612	DaG	Gene::2876
Disease::DOID:1612	DaG	Gene::7009
Disease::DOID:2355	DaG	Gene::7372
Disease::DOID:11054	DaG	Gene::81037
Disease::DOID:9296	DaG	Gene::63892
Disease::DOID:9744	DaG	Gene::246778
Disease::DOID:2174	DaG	Gene::2767
Disease::DOID:332	DaG	Gene::6647
Disease::DOID:2986	DaG	Gene::7305
Disease::DOID:1686	DaG	Gene::6623
Disease::DOID:9352	DaG	Gene::207
Disease::DOID:5041	DaG	Gene::1387
Disease::DOID:3393	DaG	Gene::185
Disease::DOID:1909	DaG	Gene::9869
Disease::DOID:784	DaG	Gene::83879
Disease::DOID:2986	DaG	Gene::79647
Disease::DOID:1909	DaG	Gene::841
Disease::DOID:3393	DaG	Gene::345
Disease::DOID:2986	DaG	Gene::54491
Disease::DOID:1612	DaG	Gene::200315
Disease::DOID:263	DaG	Gene::9745
Disease::DOID:9835	DaG	Gene::10133
Disease::DOID:986	DaG	Gene::4283
Disease::DOID:9970	DaG	Gene::2784
Disease::DOID:8850	DaG	Gene::27344
Disease::DOID:1192	DaG	Gene::2799
Disease::DOID:1909	DaG	Gene::1906
Disease::DOID:14221	DaG	Gene::949
Disease::DOID:8893	DaG	Gene::64135
Disease::DOID:1790	DaG	Gene::794
Disease::DOID:3393	DaG	Gene::3606
Disease::DOID:10534	DaG	Gene::27339
Disease::DOID:8398	DaG	Gene::7076
Disease::DOID:1612	DaG	Gene::3082
Disease::DOID:10763	DaG	Gene::5333
Disease::DOID:8577	DaG	Gene::3579
Disease::DOID:11612	DaG	Gene::374920
Disease::DOID:2531	DaG	Gene::10673
Disease::DOID:184	DaG	Gene::2078
Disease::DOID:2531	DaG	Gene::5771
Disease::DOID:9074	DaG	Gene::3557
Disease::DOID:10534	DaG	Gene::1674
Disease::DOID:2986	DaG	Gene::2553
Disease::DOID:12849	DaG	Gene::6095
Disease::DOID:3070	DaG	Gene::2064
Disease::DOID:1909	DaG	Gene::1641
Disease::DOID:2841	DaG	Gene::7124
Disease::DOID:1612	DaG	Gene::1072
Disease::DOID:3070	DaG	Gene::6657
Disease::DOID:332	DaG	Gene::3178
Disease::DOID:3571	DaG	Gene::283927
Disease::DOID:10763	DaG	Gene::659
Disease::DOID:4989	DaG	Gene::1958
Disease::DOID:1324	DaG	Gene::1284
Disease::DOID:1612	DaG	Gene::573
Disease::DOID:2377	DaG	Gene::7124
Disease::DOID:10763	DaG	Gene::7351
Disease::DOID:2531	DaG	Gene::6850
Disease::DOID:2377	DaG	Gene::5354
Disease::DOID:1595	DaG	Gene::1312
Disease::DOID:10534	DaG	Gene::2520
Disease::DOID:2531	DaG	Gene::10437
Disease::DOID:7148	DaG	Gene::57511
Disease::DOID:10534	DaG	Gene::5328
Disease::DOID:1319	DaG	Gene::5111
Disease::DOID:14004	DaG	Gene::4318
Disease::DOID:12849	DaG	Gene::3569
Disease::DOID:2986	DaG	Gene::2956
Disease::DOID:12849	DaG	Gene::3351
Disease::DOID:3393	DaG	Gene::23410
Disease::DOID:8893	DaG	Gene::23586
Disease::DOID:8893	DaG	Gene::925
Disease::DOID:1826	DaG	Gene::8754
Disease::DOID:5419	DaG	Gene::57476
Disease::DOID:3310	DaG	Gene::10850
Disease::DOID:3393	DaG	Gene::3146
Disease::DOID:3571	DaG	Gene::310
Disease::DOID:10763	DaG	Gene::2294
Disease::DOID:1793	DaG	Gene::2202
Disease::DOID:12365	DaG	Gene::7099
Disease::DOID:14221	DaG	Gene::5950
Disease::DOID:219	DaG	Gene::5468
Disease::DOID:10534	DaG	Gene::26135
Disease::DOID:9352	DaG	Gene::1401
Disease::DOID:3571	DaG	Gene::3880
Disease::DOID:1094	DaG	Gene::115004
Disease::DOID:1459	DaG	Gene::5286
Disease::DOID:1826	DaG	Gene::2475
Disease::DOID:10763	DaG	Gene::10451
Disease::DOID:9352	DaG	Gene::53335
Disease::DOID:9970	DaG	Gene::4656
Disease::DOID:1324	DaG	Gene::1548
Disease::DOID:986	DaG	Gene::920
Disease::DOID:10652	DaG	Gene::2670
Disease::DOID:3310	DaG	Gene::22891
Disease::DOID:1324	DaG	Gene::7018
Disease::DOID:3083	DaG	Gene::7356
Disease::DOID:3070	DaG	Gene::3558
Disease::DOID:2841	DaG	Gene::27159
Disease::DOID:1686	DaG	Gene::718
Disease::DOID:3393	DaG	Gene::4306
Disease::DOID:3312	DaG	Gene::10815
Disease::DOID:9074	DaG	Gene::22914
Disease::DOID:9970	DaG	Gene::2308
Disease::DOID:8850	DaG	Gene::9863
Disease::DOID:3277	DaG	Gene::4593
Disease::DOID:13223	DaG	Gene::2099
Disease::DOID:1612	DaG	Gene::8878
Disease::DOID:9352	DaG	Gene::111
Disease::DOID:1781	DaG	Gene::1356
Disease::DOID:2355	DaG	Gene::6007
Disease::DOID:8577	DaG	Gene::23046
Disease::DOID:784	DaG	Gene::2194
Disease::DOID:2531	DaG	Gene::7852
Disease::DOID:2377	DaG	Gene::3627
Disease::DOID:0050741	DaG	Gene::8777
Disease::DOID:1936	DaG	Gene::2099
Disease::DOID:2355	DaG	Gene::64137
Disease::DOID:14330	DaG	Gene::55737
Disease::DOID:12849	DaG	Gene::6091
Disease::DOID:2531	DaG	Gene::307
Disease::DOID:2531	DaG	Gene::1215
Disease::DOID:12849	DaG	Gene::100
Disease::DOID:3070	DaG	Gene::346288
Disease::DOID:1909	DaG	Gene::2149
Disease::DOID:10283	DaG	Gene::4318
Disease::DOID:1909	DaG	Gene::57016
Disease::DOID:2531	DaG	Gene::22924
Disease::DOID:2377	DaG	Gene::3135
Disease::DOID:7148	DaG	Gene::4353
Disease::DOID:219	DaG	Gene::3172
Disease::DOID:9352	DaG	Gene::2908
Disease::DOID:219	DaG	Gene::4953
Disease::DOID:14221	DaG	Gene::79661
Disease::DOID:3393	DaG	Gene::10891
Disease::DOID:4045	DaG	Gene::4656
Disease::DOID:12306	DaG	Gene::116449
Disease::DOID:2355	DaG	Gene::2176
Disease::DOID:2986	DaG	Gene::10539
Disease::DOID:1612	DaG	Gene::6514
Disease::DOID:9970	DaG	Gene::3351
Disease::DOID:184	DaG	Gene::3815
Disease::DOID:1936	DaG	Gene::5329
Disease::DOID:1319	DaG	Gene::26050
Disease::DOID:2531	DaG	Gene::3713
Disease::DOID:10608	DaG	Gene::4026
Disease::DOID:1612	DaG	Gene::2255
Disease::DOID:1324	DaG	Gene::7150
Disease::DOID:5041	DaG	Gene::1440
Disease::DOID:11054	DaG	Gene::9
Disease::DOID:9970	DaG	Gene::166379
Disease::DOID:2841	DaG	Gene::2318
Disease::DOID:2986	DaG	Gene::10565
Disease::DOID:5041	DaG	Gene::2920
Disease::DOID:784	DaG	Gene::1543
Disease::DOID:12306	DaG	Gene::847
Disease::DOID:10652	DaG	Gene::642
Disease::DOID:9352	DaG	Gene::3240
Disease::DOID:10534	DaG	Gene::80328
Disease::DOID:9970	DaG	Gene::594857
Disease::DOID:1459	DaG	Gene::7200
Disease::DOID:2531	DaG	Gene::5744
Disease::DOID:4362	DaG	Gene::23583
Disease::DOID:14330	DaG	Gene::6147
Disease::DOID:8577	DaG	Gene::3586
Disease::DOID:10534	DaG	Gene::5997
Disease::DOID:3310	DaG	Gene::3553
Disease::DOID:2355	DaG	Gene::22909
Disease::DOID:12930	DaG	Gene::6331
Disease::DOID:9074	DaG	Gene::10019
Disease::DOID:2174	DaG	Gene::1869
Disease::DOID:263	DaG	Gene::1938
Disease::DOID:3310	DaG	Gene::4792
Disease::DOID:10763	DaG	Gene::2475
Disease::DOID:7148	DaG	Gene::4282
Disease::DOID:1781	DaG	Gene::673
Disease::DOID:2841	DaG	Gene::1103
Disease::DOID:9352	DaG	Gene::3784
Disease::DOID:8778	DaG	Gene::1788
Disease::DOID:14330	DaG	Gene::26058
Disease::DOID:12236	DaG	Gene::3627
Disease::DOID:3571	DaG	Gene::432
Disease::DOID:5041	DaG	Gene::759
Disease::DOID:1826	DaG	Gene::1234
Disease::DOID:3393	DaG	Gene::116519
Disease::DOID:4606	DaG	Gene::2778
Disease::DOID:8778	DaG	Gene::163486
Disease::DOID:7147	DaG	Gene::196527
Disease::DOID:1936	DaG	Gene::26119
Disease::DOID:418	DaG	Gene::221895
Disease::DOID:1192	DaG	Gene::84059
Disease::DOID:8850	DaG	Gene::23269
Disease::DOID:1612	DaG	Gene::10048
Disease::DOID:219	DaG	Gene::64374
Disease::DOID:3393	DaG	Gene::2877
Disease::DOID:10608	DaG	Gene::10019
Disease::DOID:1612	DaG	Gene::4504
Disease::DOID:9296	DaG	Gene::3664
Disease::DOID:12849	DaG	Gene::2332
Disease::DOID:5419	DaG	Gene::203062
Disease::DOID:9206	DaG	Gene::1012
Disease::DOID:10283	DaG	Gene::4824
Disease::DOID:10283	DaG	Gene::4846
Disease::DOID:2355	DaG	Gene::4524
Disease::DOID:363	DaG	Gene::3480
Disease::DOID:14227	DaG	Gene::55170
Disease::DOID:1612	DaG	Gene::5268
Disease::DOID:2986	DaG	Gene::5627
Disease::DOID:0050741	DaG	Gene::224
Disease::DOID:2531	DaG	Gene::4582
Disease::DOID:3083	DaG	Gene::1401
Disease::DOID:10283	DaG	Gene::2052
Disease::DOID:824	DaG	Gene::4318
Disease::DOID:7148	DaG	Gene::914
Disease::DOID:10652	DaG	Gene::7019
Disease::DOID:10283	DaG	Gene::6746
Disease::DOID:2994	DaG	Gene::190
Disease::DOID:12930	DaG	Gene::1832
Disease::DOID:11612	DaG	Gene::1401
Disease::DOID:9352	DaG	Gene::5054
Disease::DOID:2355	DaG	Gene::7132
Disease::DOID:9970	DaG	Gene::5583
Disease::DOID:9296	DaG	Gene::5081
Disease::DOID:9970	DaG	Gene::1149
Disease::DOID:12849	DaG	Gene::6779
Disease::DOID:219	DaG	Gene::4893
Disease::DOID:1595	DaG	Gene::5443
Disease::DOID:2394	DaG	Gene::306
Disease::DOID:2531	DaG	Gene::2524
Disease::DOID:1324	DaG	Gene::1440
Disease::DOID:10283	DaG	Gene::8754
Disease::DOID:1192	DaG	Gene::2026
Disease::DOID:2531	DaG	Gene::2033
Disease::DOID:1826	DaG	Gene::4318
Disease::DOID:10534	DaG	Gene::5564
Disease::DOID:1826	DaG	Gene::3572
Disease::DOID:2531	DaG	Gene::4352
Disease::DOID:1319	DaG	Gene::7422
Disease::DOID:3070	DaG	Gene::1555
Disease::DOID:2998	DaG	Gene::5307
Disease::DOID:1324	DaG	Gene::4313
Disease::DOID:10283	DaG	Gene::3915
Disease::DOID:12236	DaG	Gene::79258
Disease::DOID:3312	DaG	Gene::5142
Disease::DOID:10763	DaG	Gene::240
Disease::DOID:5041	DaG	Gene::120114
Disease::DOID:2394	DaG	Gene::2067
Disease::DOID:1826	DaG	Gene::151295
Disease::DOID:12361	DaG	Gene::3559
Disease::DOID:2841	DaG	Gene::94103
Disease::DOID:10283	DaG	Gene::7263
Disease::DOID:12849	DaG	Gene::9855
Disease::DOID:10763	DaG	Gene::4316
Disease::DOID:3312	DaG	Gene::115004
Disease::DOID:1936	DaG	Gene::2214
Disease::DOID:2355	DaG	Gene::1723
Disease::DOID:1612	DaG	Gene::6786
Disease::DOID:11476	DaG	Gene::11315
Disease::DOID:11612	DaG	Gene::9205
Disease::DOID:10283	DaG	Gene::4313
Disease::DOID:3083	DaG	Gene::3066
Disease::DOID:8893	DaG	Gene::353144
Disease::DOID:3070	DaG	Gene::858
Disease::DOID:11612	DaG	Gene::7422
Disease::DOID:1612	DaG	Gene::5304
Disease::DOID:4159	DaG	Gene::5727
Disease::DOID:1909	DaG	Gene::3309
Disease::DOID:2531	DaG	Gene::54904
Disease::DOID:2841	DaG	Gene::1956
Disease::DOID:2394	DaG	Gene::7270
Disease::DOID:2994	DaG	Gene::5917
Disease::DOID:14330	DaG	Gene::6623
Disease::DOID:5041	DaG	Gene::51741
Disease::DOID:363	DaG	Gene::7869
Disease::DOID:2355	DaG	Gene::3039
Disease::DOID:7148	DaG	Gene::7421
Disease::DOID:3277	DaG	Gene::7157
Disease::DOID:11612	DaG	Gene::131566
Disease::DOID:4989	DaG	Gene::5539
Disease::DOID:2355	DaG	Gene::53335
Disease::DOID:0050741	DaG	Gene::1571
Disease::DOID:5419	DaG	Gene::9722
Disease::DOID:1793	DaG	Gene::7157
Disease::DOID:3083	DaG	Gene::311
Disease::DOID:2986	DaG	Gene::64151
Disease::DOID:11054	DaG	Gene::2064
Disease::DOID:1826	DaG	Gene::834
Disease::DOID:10652	DaG	Gene::207
Disease::DOID:1826	DaG	Gene::6506
Disease::DOID:9970	DaG	Gene::11254
Disease::DOID:10534	DaG	Gene::4291
Disease::DOID:1686	DaG	Gene::6296
Disease::DOID:1024	DaG	Gene::7097
Disease::DOID:9744	DaG	Gene::723961
Disease::DOID:7148	DaG	Gene::9355
Disease::DOID:3393	DaG	Gene::3156
Disease::DOID:1826	DaG	Gene::4915
Disease::DOID:5419	DaG	Gene::5587
Disease::DOID:0050156	DaG	Gene::2335
Disease::DOID:2355	DaG	Gene::94081
Disease::DOID:263	DaG	Gene::81562
Disease::DOID:11612	DaG	Gene::154
Disease::DOID:332	DaG	Gene::1610
Disease::DOID:9352	DaG	Gene::3630
Disease::DOID:3393	DaG	Gene::6678
Disease::DOID:2986	DaG	Gene::8869
Disease::DOID:3393	DaG	Gene::4312
Disease::DOID:4606	DaG	Gene::10232
Disease::DOID:3070	DaG	Gene::57670
Disease::DOID:2986	DaG	Gene::1147
Disease::DOID:585	DaG	Gene::189
Disease::DOID:332	DaG	Gene::5630
Disease::DOID:9970	DaG	Gene::3458
Disease::DOID:9352	DaG	Gene::596
Disease::DOID:184	DaG	Gene::8792
Disease::DOID:824	DaG	Gene::4914
Disease::DOID:3393	DaG	Gene::6533
Disease::DOID:3393	DaG	Gene::490
Disease::DOID:12849	DaG	Gene::3486
Disease::DOID:11612	DaG	Gene::864
Disease::DOID:2043	DaG	Gene::1499
Disease::DOID:9970	DaG	Gene::22796
Disease::DOID:12236	DaG	Gene::213
Disease::DOID:10534	DaG	Gene::6227
Disease::DOID:9352	DaG	Gene::10125
Disease::DOID:8893	DaG	Gene::163702
Disease::DOID:10976	DaG	Gene::213
Disease::DOID:2986	DaG	Gene::8445
Disease::DOID:8850	DaG	Gene::8289
Disease::DOID:7148	DaG	Gene::5588
Disease::DOID:9970	DaG	Gene::6794
Disease::DOID:1909	DaG	Gene::3820
Disease::DOID:5041	DaG	Gene::3860
Disease::DOID:2994	DaG	Gene::7038
Disease::DOID:9744	DaG	Gene::8935
Disease::DOID:10283	DaG	Gene::7763
Disease::DOID:4481	DaG	Gene::134430
Disease::DOID:1612	DaG	Gene::10297
Disease::DOID:8577	DaG	Gene::3600
Disease::DOID:5041	DaG	Gene::3309
Disease::DOID:2531	DaG	Gene::356
